ts	run	board	white	black	result	plies	wpc	bpc	wms	bms	wcpu	bcpu	wmv	bmv	wnod	bnod	wed	bed	wsn	bsn	seed	par
2026-07-26T21:40:56Z	20260726T214015Z	boards/board1.txt	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	W	58	9	8	1022.834	579.342	921.875	578.125	29	29	2860170	1918479	139.90	134.85	25	25	3678814255	12
2026-07-26T21:40:57Z	20260726T214015Z	boards/board1.txt	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	rand@1	W	45	15	10	1019.727	0.046	812.500	0.000	23	22	2559549	0	102.50	0.00	19	0	3445643102	12
2026-07-26T21:41:12Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	B	79	5	6	342.495	14992.268	296.875	14062.500	40	39	880013	3042931	178.00	199.02	36	35	997912694	12
2026-07-26T21:41:13Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	B	53	8	12	220.051	665.427	156.250	687.500	27	26	713851	1948922	110.00	123.00	23	22	2814388292	12
2026-07-26T21:41:18Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	57	9	11	68.466	4737.440	46.875	4531.250	29	28	254015	14474386	120.00	176.00	25	24	3584810051	12
2026-07-26T21:41:26Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	B	43	12	14	112.781	8288.001	93.750	7906.250	22	21	393417	2090607	43.00	95.05	8	17	1981399246	12
2026-07-26T21:41:27Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	B	37	11	12	40.233	465.923	31.250	437.500	19	18	129466	1484143	16.00	75.00	4	14	1905552844	12
2026-07-26T21:41:28Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	20	13	16	19.541	980.939	15.625	953.125	10	10	76560	3467520	12.00	41.00	2	6	1746956507	12
2026-07-26T21:41:29Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	W	54	12	10	317.087	473.245	328.125	421.875	27	27	980516	1676222	129.00	124.00	23	23	588584152	12
2026-07-26T21:41:30Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	B	65	8	5	335.801	537.876	359.375	500.000	33	32	1013439	2080633	160.00	159.00	29	28	1387693847	12
2026-07-26T21:41:30Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	rand@1	W	21	16	12	85.144	0.014	78.125	0.000	11	10	305297	0	37.00	0.00	7	0	842738822	12
2026-07-26T21:41:41Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	W	68	7	9	10913.611	623.919	10578.125	562.500	34	34	2753337	1886911	170.88	166.00	30	30	3043915875	12
2026-07-26T21:41:48Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	55	8	12	2904.912	3434.372	2875.000	3234.375	28	27	862478	12128553	130.00	168.00	24	23	545840726	12
2026-07-26T21:41:49Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	B	77	6	7	608.527	608.027	593.750	609.375	39	38	2570157	2637351	195.40	195.00	35	34	4054408691	12
2026-07-26T21:41:53Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	45	10	12	135.760	4133.028	109.375	4000.000	23	22	646054	16333448	100.00	127.97	19	18	2217071686	12
2026-07-26T21:41:54Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	B	63	7	8	360.024	309.814	375.000	281.250	32	31	1563875	1377890	154.00	153.00	28	27	3015219743	12
2026-07-26T21:41:54Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99)@1.opener(rand,4)@1	rand@1	W	31	15	13	204.296	0.023	203.125	0.000	16	15	928811	0	67.00	0.00	12	0	880154574	12
2026-07-26T21:41:57Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	W	54	11	9	75.850	2586.031	78.125	2515.625	27	27	407634	11191811	129.00	161.00	23	23	1592511418	12
2026-07-26T21:42:01Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	W	74	8	7	209.393	4017.098	218.750	3968.750	37	37	958259	17436543	189.00	239.00	33	33	960568085	12
2026-07-26T21:42:01Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,qs,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	rand@1	W	25	16	12	152.940	0.017	140.625	0.000	13	12	699543	0	49.00	0.00	9	0	3107164180	12
2026-07-26T21:40:15Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	ab(d2)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	W	65	8	10	174.803	0.257	156.250	0.000	33	32	454088	3378	120.00	54.00	29	28	468760189	12
2026-07-26T21:40:28Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	ab(d2)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	W	57	10	10	12900.578	0.257	11406.250	0.000	29	28	2482072	2796	135.29	46.00	25	24	3629150158	12
2026-07-26T21:40:29Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	ab(d2)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	57	10	11	1089.891	0.260	859.375	0.000	29	28	2975194	2838	133.83	48.00	25	24	2679472844	12
2026-07-26T21:40:34Z	20260726T214015Z	boards/board1.txt	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d2)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	W	41	14	14	4789.222	0.276	4046.875	0.000	21	20	12524681	2485	117.00	30.00	17	16	662679515	12
2026-07-26T21:40:34Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	45	11	12	252.652	7.861	218.750	0.000	23	22	746827	105973	94.00	72.00	19	18	2080325455	12
2026-07-26T21:40:43Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	43	10	12	9604.675	6.156	8718.750	0.000	22	21	1904039	80497	93.94	68.00	18	17	3149158788	12
2026-07-26T21:40:44Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	W	77	7	6	560.432	7.141	484.375	0.000	39	38	1703303	109296	196.00	129.00	35	34	4291917454	12
2026-07-26T21:40:50Z	20260726T214015Z	boards/board1.txt	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	W	59	11	10	6012.508	11.504	5250.000	0.000	30	29	16363200	143934	185.00	93.00	26	25	1849525473	12
2026-07-26T21:40:51Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	B	28	11	16	24.637	460.814	15.625	453.125	14	14	95642	1283355	6.00	48.23	1	10	620928313	12
2026-07-26T21:40:52Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	W	58	11	11	703.228	1128.916	718.750	1046.875	29	29	2528282	3166851	137.67	133.38	25	25	2467895312	12
2026-07-26T21:40:54Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	B	41	13	13	624.311	795.531	500.000	687.500	21	20	1855338	2080439	88.41	86.00	17	16	3678814255	12
2026-07-26T21:40:54Z	20260726T214015Z	boards/board1.txt	rand@1	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	B	14	13	16	0.008	51.520	0.000	31.250	7	7	0	110594	0.00	13.00	0	3	3445643102	12
2026-07-26T21:41:02Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	W	48	11	9	8101.180	231.349	6859.375	187.500	24	24	1534371	597618	110.52	95.00	20	20	997912694	12
2026-07-26T21:41:03Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	W	38	13	10	489.720	131.341	406.250	140.625	19	19	1245680	350607	81.00	67.00	15	15	2814388292	12
2026-07-26T21:41:08Z	20260726T214015Z	boards/board1.txt	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	W	48	13	12	4664.304	46.954	3984.375	78.125	24	24	12298203	156323	144.00	91.00	20	20	3584810051	12
2026-07-26T21:41:18Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	W	52	14	11	10502.133	198.157	9921.875	171.875	26	26	2383192	678441	125.42	60.00	22	11	1981399246	12
2026-07-26T21:41:19Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	W	46	12	10	569.591	79.409	531.250	78.125	23	23	2070829	294075	104.44	31.00	19	6	1905552844	12
2026-07-26T21:41:20Z	20260726T214015Z	boards/board1.txt	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	W	21	16	14	1270.445	0.284	1218.750	0.000	11	10	4238985	589	49.00	12.00	7	2	1746956507	12
2026-07-26T21:41:21Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	W	66	7	9	547.565	398.607	484.375	375.000	33	33	2050315	1203733	164.53	160.00	29	29	588584152	12
2026-07-26T21:41:22Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	57	8	11	470.236	290.019	453.125	281.250	29	28	1665742	915554	136.00	135.00	25	24	1387693847	12
2026-07-26T21:41:22Z	20260726T214015Z	boards/board1.txt	rand@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	16	14	16	0.006	19.375	0.000	15.625	8	8	0	76674	0.00	14.00	0	4	842738822	12
2026-07-26T21:41:33Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	B	61	10	10	695.541	9982.343	625.000	9390.625	31	30	2826368	2495629	146.86	146.73	27	26	3043915875	12
2026-07-26T21:41:38Z	20260726T214015Z	boards/board1.txt	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	W	44	12	11	3743.872	1763.739	3593.750	1656.250	22	22	12245783	505356	128.00	94.00	18	18	545840726	12
2026-07-26T21:41:39Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	B	45	11	12	555.410	531.461	531.250	515.625	23	22	2106475	1907349	98.98	98.32	19	18	4054408691	12
2026-07-26T21:41:45Z	20260726T214015Z	boards/board1.txt	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	W	74	8	8	5776.450	394.673	5609.375	328.125	37	37	20621138	1385761	248.00	183.67	33	33	2217071686	12
2026-07-26T21:41:46Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99)@1.opener(rand,4)@1	B	69	8	11	440.076	445.115	390.625	484.375	35	34	1922553	1738126	172.00	171.00	31	30	3015219743	12
2026-07-26T21:41:46Z	20260726T214015Z	boards/board1.txt	rand@1	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99)@1.opener(rand,4)@1	B	22	13	16	0.012	109.135	0.000	93.750	11	11	0	472554	0.00	37.00	0	7	880154574	12
2026-07-26T21:41:48Z	20260726T214015Z	boards/board1.txt	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	W	36	13	13	1540.091	68.061	1531.250	46.875	18	18	6059828	294213	96.00	70.00	14	14	1592511418	12
2026-07-26T21:41:54Z	20260726T214015Z	boards/board1.txt	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	B	67	10	7	5506.363	162.779	5390.625	93.750	34	33	21093551	831970	217.00	165.00	30	29	960568085	12
2026-07-26T21:41:54Z	20260726T214015Z	boards/board1.txt	rand@1	ab(d6,tt,ord,qs,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	B	22	13	16	0.009	69.870	0.000	62.500	11	11	0	315600	0.00	32.00	0	7	3107164180	12
2026-07-26T21:40:15Z	20260726T214015Z	boards/board1.txt	ab(d2)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	B	48	14	14	0.260	265.680	0.000	250.000	24	24	3380	750480	38.00	93.00	20	20	531406714	12
2026-07-26T21:40:25Z	20260726T214015Z	boards/board1.txt	ab(d2)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	B	46	13	13	0.219	10405.219	0.000	9531.250	23	23	2435	2170987	36.00	100.73	19	19	3566503633	12
2026-07-26T21:40:26Z	20260726T214015Z	boards/board1.txt	ab(d2)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	B	54	10	10	0.212	632.540	0.000	546.875	27	27	2324	1915144	44.00	124.00	23	23	2566898759	12
2026-07-26T21:40:31Z	20260726T214015Z	boards/board1.txt	ab(d2)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	42	13	13	0.213	4902.117	0.000	4375.000	21	21	2505	13542707	32.00	116.00	17	17	726812000	12
2026-07-26T21:40:31Z	20260726T214015Z	boards/board1.txt	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	W	40	14	12	5.409	207.720	15.625	203.125	20	20	78823	637028	64.00	78.00	16	16	2192913460	12
2026-07-26T21:40:47Z	20260726T214015Z	boards/board1.txt	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	W	68	8	9	9.687	16322.087	0.000	14531.250	34	34	152029	3242633	120.00	159.81	30	30	3085012383	12
2026-07-26T21:40:48Z	20260726T214015Z	boards/board1.txt	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	B	62	10	9	8.572	645.880	0.000	625.000	31	31	140041	2163836	101.00	148.00	27	27	4229270929	12
2026-07-26T21:40:52Z	20260726T214015Z	boards/board1.txt	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	58	9	11	8.566	4145.877	0.000	3796.875	29	29	141571	11837854	93.00	177.00	25	25	1960613598	12
2026-07-26T21:40:53Z	20260726T214015Z	boards/board1.txt	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	W	36	14	12	566.536	94.370	562.500	78.125	18	18	1511641	338833	77.74	37.00	14	7	683574838	12
2026-07-26T21:40:54Z	20260726T214015Z	boards/board1.txt	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	W	64	10	8	982.409	547.961	875.000	546.875	32	32	2738821	1776927	158.68	154.00	28	28	2355265547	12
2026-07-26T21:40:55Z	20260726T214015Z	boards/board1.txt	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	W	46	13	10	698.760	419.124	640.625	406.250	23	23	1962369	1546349	105.00	100.00	19	19	3742960660	12
2026-07-26T21:40:56Z	20260726T214015Z	boards/board1.txt	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	rand@1	W	35	16	13	802.759	0.029	765.625	0.000	18	17	2200642	0	66.61	0.00	14	0	3334554977	12
2026-07-26T21:41:10Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	B	67	7	10	428.876	13038.729	406.250	11937.500	34	33	1183355	2688336	152.00	165.00	30	29	886824569	12
2026-07-26T21:41:10Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	B	61	8	9	250.492	478.627	218.750	484.375	31	30	743684	1525792	133.00	147.00	27	26	2701800287	12
2026-07-26T21:41:15Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	W	70	9	7	48.301	4335.640	46.875	4015.625	35	35	168757	13581239	145.00	221.00	31	31	3697398056	12
2026-07-26T21:41:18Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	B	26	12	16	22.385	2993.090	15.625	2859.375	13	13	62542	728636	6.00	43.00	1	9	1918752721	12
2026-07-26T21:41:18Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	B	34	13	15	42.330	297.786	46.875	281.250	17	17	148876	997365	18.00	68.00	3	13	1792978759	12
2026-07-26T21:41:20Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	34	14	14	35.470	2127.034	15.625	2109.375	17	17	133074	7281620	30.00	90.00	5	13	1811088992	12
2026-07-26T21:41:21Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	W	44	12	11	264.712	431.555	265.625	406.250	22	22	799487	1474383	99.00	94.00	18	18	524437747	12
2026-07-26T21:41:22Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	B	59	9	9	222.182	327.763	203.125	312.500	30	29	711142	1143566	142.00	141.00	26	25	1451882012	12
2026-07-26T21:41:22Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	rand@1	W	23	16	16	104.605	0.013	109.375	0.000	12	11	429016	0	38.00	0.00	8	0	731650697	12
2026-07-26T21:41:33Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	W	68	6	9	10840.645	664.842	10328.125	593.750	34	34	2506661	1931725	170.68	166.00	30	30	3108062280	12
2026-07-26T21:41:46Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	67	8	10	5488.004	6885.982	5265.625	6687.500	34	33	1502428	22796488	165.68	216.00	30	29	483194201	12
2026-07-26T21:41:47Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	B	65	8	9	473.578	558.713	515.625	500.000	33	32	2136528	2062057	160.00	159.00	29	28	4118555096	12
2026-07-26T21:41:51Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	W	72	7	9	279.856	3975.066	265.625	3890.625	36	36	1201137	16366659	183.00	233.00	32	32	2154425161	12
2026-07-26T21:41:52Z	20260726T214015Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	B	65	10	9	388.858	431.701	375.000	421.875	33	32	1645501	1789679	160.00	159.00	29	28	3079366148	12
