ts	run	board	white	black	result	plies	wpc	bpc	wms	bms	wcpu	bcpu	wmv	bmv	wnod	bnod	wed	bed	wsn	bsn	seed	par
2026-07-26T21:47:26Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	W	49	10	11	470.724	4.861	390.625	0.000	25	24	1562086	72617	112.00	73.00	21	20	3880312189	12
2026-07-26T21:47:26Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	W	47	11	12	552.326	6.396	484.375	0.000	24	23	1698051	87370	106.00	69.00	20	19	3918042874	12
2026-07-26T21:47:29Z	20260726T214659Z	boards/board1.txt	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	W	43	12	11	2739.643	4.950	2593.750	0.000	22	21	8222577	86430	119.00	61.00	18	17	1611654858	12
2026-07-26T21:47:29Z	20260726T214659Z	boards/board1.txt	rand@1	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	20	13	16	0.007	1.455	0.000	0.000	10	10	0	21084	0.00	24.00	0	6	2906903971	12
2026-07-26T21:47:30Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	B	38	10	15	168.958	838.207	140.625	828.125	19	19	590005	2181117	42.00	84.33	7	15	383057698	12
2026-07-26T21:47:32Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	W	66	10	7	431.774	1315.766	343.750	1093.750	33	33	1249535	3168868	165.00	159.56	29	29	2519902540	12
2026-07-26T21:47:34Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	B	57	9	12	648.722	1135.425	500.000	1078.125	29	28	1977675	2994807	136.00	133.57	25	24	2054804087	12
2026-07-26T21:47:35Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99)@1.opener(rand,4)@1	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	B	69	6	9	659.641	1251.759	687.500	1031.250	35	34	2259575	3303457	172.00	171.00	31	30	3731665460	12
2026-07-26T21:47:37Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	W	82	6	5	823.037	1218.321	859.375	1109.375	41	41	2819026	3448278	211.71	206.97	37	37	4091919400	12
2026-07-26T21:47:39Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,qs,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	B	52	10	11	835.225	1099.249	734.375	1000.000	26	26	2506383	2908006	117.82	116.16	22	22	3623686426	12
2026-07-26T21:47:40Z	20260726T214659Z	boards/board1.txt	rand@1	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	B	40	9	16	0.037	818.257	0.000	765.625	20	20	0	2258335	0.00	85.73	0	16	3034093517	12
2026-07-26T21:47:40Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	B	22	15	16	13.091	71.659	15.625	62.500	11	11	49966	212406	6.00	29.00	1	7	502465170	12
2026-07-26T21:47:51Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	W	58	11	8	10542.229	293.652	9718.750	218.750	29	29	2123459	794857	139.75	123.00	25	25	586307429	12
2026-07-26T21:47:52Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	B	59	9	11	788.672	383.980	812.500	328.125	30	29	2431020	1025444	141.71	136.00	26	25	749728383	12
2026-07-26T21:47:53Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	W	62	9	9	748.760	193.883	703.125	156.250	31	31	2033581	641589	153.00	128.00	27	27	3050703347	12
2026-07-26T21:47:54Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	W	48	13	9	609.774	259.173	468.750	265.625	24	24	1825426	708862	110.96	94.00	20	20	2705566296	12
2026-07-26T21:47:59Z	20260726T214659Z	boards/board1.txt	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	W	48	11	12	4647.777	63.422	4234.375	46.875	24	24	12535737	244326	144.00	93.00	20	20	3348439316	12
2026-07-26T21:47:59Z	20260726T214659Z	boards/board1.txt	rand@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	B	20	12	16	0.011	59.629	0.000	46.875	10	10	0	171708	0.00	27.00	0	6	555283025	12
2026-07-26T21:48:07Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	W	43	14	13	8314.000	55.859	7656.250	31.250	22	21	1740481	169763	95.00	24.00	18	4	1569793981	12
2026-07-26T21:48:08Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	W	34	15	13	427.982	64.389	406.250	62.500	17	17	1267553	192685	73.00	19.00	13	4	591797047	12
2026-07-26T21:48:08Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	W	45	12	9	479.810	99.309	484.375	93.750	23	22	1367453	306651	100.00	45.00	19	8	2141937499	12
2026-07-26T21:48:09Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	W	40	14	12	492.849	64.567	437.500	46.875	20	20	1404370	198952	90.00	24.00	16	5	1087996784	12
2026-07-26T21:48:11Z	20260726T214659Z	boards/board1.txt	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	W	24	15	15	2198.930	15.732	1953.125	31.250	12	12	6271083	57609	57.00	19.00	8	4	1510571852	12
2026-07-26T21:48:11Z	20260726T214659Z	boards/board1.txt	rand@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	B	32	13	16	0.011	23.370	0.000	31.250	16	16	0	74105	0.00	13.00	0	3	1632284073	12
2026-07-26T21:48:12Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	61	7	10	555.817	328.169	531.250	328.125	31	30	1857737	924677	148.00	147.00	27	26	175534687	12
2026-07-26T21:48:13Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	71	6	9	887.954	442.417	718.750	484.375	36	35	2489688	1152112	177.91	177.00	32	31	98312972	12
2026-07-26T21:48:15Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	53	11	13	774.837	424.638	640.625	406.250	27	26	2248447	1080185	124.00	123.00	23	22	1800785072	12
2026-07-26T21:48:16Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,qs,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	63	5	10	735.757	357.197	687.500	359.375	32	31	2273578	1040228	154.00	153.00	28	27	105813634	12
2026-07-26T21:48:16Z	20260726T214659Z	boards/board1.txt	rand@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	20	14	16	0.011	68.724	0.000	78.125	10	10	0	227112	0.00	26.00	0	6	431189237	12
2026-07-26T21:48:31Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	B	65	8	9	993.669	13891.926	890.625	12953.125	33	32	2891734	2793897	158.44	157.79	29	28	3575664894	12
2026-07-26T21:48:48Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	B	61	10	12	1042.959	15851.018	859.375	14515.625	31	30	2756306	3075971	147.80	145.45	27	26	2807600820	12
2026-07-26T21:49:01Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	W	56	10	10	818.682	12903.575	750.000	11828.125	28	28	2604529	2547873	133.92	128.81	24	24	2811915875	12
2026-07-26T21:49:10Z	20260726T214659Z	boards/board1.txt	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	W	42	13	13	4492.101	4566.676	4296.875	4281.250	21	21	13293437	1025903	120.00	88.00	17	17	134291141	12
2026-07-26T21:49:17Z	20260726T214659Z	boards/board1.txt	rand@1	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	B	32	14	15	0.022	7045.138	0.000	6265.625	16	16	0	1456543	0.00	57.59	0	12	3010616492	12
2026-07-26T21:49:19Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	B	75	8	7	929.756	858.256	890.625	781.250	38	37	2729839	2801398	190.00	188.23	34	33	3818093636	12
2026-07-26T21:49:20Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	B	53	13	13	670.155	676.937	625.000	625.000	27	26	2155055	1814383	123.88	123.00	23	22	1776411347	12
2026-07-26T21:49:25Z	20260726T214659Z	boards/board1.txt	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	W	54	11	10	4676.049	234.886	4109.375	250.000	27	27	13706167	711562	168.00	124.00	23	23	1805522101	12
2026-07-26T21:49:26Z	20260726T214659Z	boards/board1.txt	rand@1	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	B	28	12	16	0.018	254.106	0.000	250.000	14	14	0	888561	0.00	50.00	0	10	3854361500	12
2026-07-26T21:49:27Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99)@1.opener(rand,4)@1	B	85	4	6	794.748	844.541	781.250	718.750	43	42	2380719	2451269	220.00	219.00	39	38	3428269208	12
2026-07-26T21:49:28Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,qs,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99)@1.opener(rand,4)@1	B	63	9	9	658.211	542.179	625.000	484.375	32	31	2015487	1558236	154.00	153.00	28	27	2697326250	12
2026-07-26T21:49:29Z	20260726T214659Z	boards/board1.txt	rand@1	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99)@1.opener(rand,4)@1	B	26	12	16	0.020	273.514	0.000	265.625	13	13	0	798275	0.00	49.00	0	9	468549309	12
2026-07-26T21:49:30Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	B	71	8	8	617.207	699.346	562.500	671.875	36	35	1956091	2214276	178.00	177.00	32	31	1422213591	12
2026-07-26T21:49:35Z	20260726T214659Z	boards/board1.txt	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	W	42	13	14	4808.686	256.965	4625.000	234.375	21	21	14295820	830047	120.00	88.00	17	17	1830382033	12
2026-07-26T21:49:35Z	20260726T214659Z	boards/board1.txt	rand@1	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	B	22	12	16	0.016	179.627	0.000	171.875	11	11	0	568259	0.00	37.00	0	7	2398581944	12
2026-07-26T21:49:39Z	20260726T214659Z	boards/board1.txt	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	B	59	10	7	3968.026	191.070	3781.250	203.125	30	29	13604912	709585	185.00	141.00	26	25	1372117670	12
2026-07-26T21:49:40Z	20260726T214659Z	boards/board1.txt	rand@1	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	B	20	14	16	0.012	85.368	0.000	93.750	10	10	0	307591	0.00	31.00	0	6	365721007	12
2026-07-26T21:49:40Z	20260726T214659Z	boards/board1.txt	rand@1	ab(d6,tt,ord,qs,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	B	22	14	16	0.017	173.413	0.000	156.250	11	11	0	581017	0.00	37.00	0	7	3343534915	12
2026-07-26T21:49:40Z	20260726T214659Z	boards/board1.txt	rand@1	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	18	13	16	0.013	605.801	0.000	578.125	9	9	0	2139970	0.00	33.00	0	5	737885331	12
2026-07-26T21:46:59Z	20260726T214659Z	boards/board1.txt	ab(d2)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	B	40	11	11	0.154	746.334	0.000	656.250	20	20	1696	1972865	30.00	80.15	16	16	3768285267	12
2026-07-26T21:47:00Z	20260726T214659Z	boards/board1.txt	ab(d2)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	W	76	11	7	0.394	329.322	0.000	296.875	38	38	5539	866720	68.00	144.00	34	34	642482659	12
2026-07-26T21:47:00Z	20260726T214659Z	boards/board1.txt	ab(d2)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	26	13	14	0.072	141.371	0.000	109.375	13	13	816	325924	16.00	40.00	9	9	6061875	12
2026-07-26T21:47:15Z	20260726T214659Z	boards/board1.txt	ab(d2)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	W	64	11	9	0.296	15246.759	0.000	13421.875	32	32	3137	2820623	56.00	153.29	28	28	3154952308	12
2026-07-26T21:47:16Z	20260726T214659Z	boards/board1.txt	ab(d2)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99)@1.opener(rand,4)@1	B	52	11	11	0.210	570.377	0.000	515.625	26	26	2223	1625998	42.00	119.00	22	22	2969011799	12
2026-07-26T21:47:16Z	20260726T214659Z	boards/board1.txt	ab(d2)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	W	60	9	7	0.257	625.516	0.000	453.125	30	30	2729	1983151	52.00	142.00	26	26	3153670694	12
2026-07-26T21:47:17Z	20260726T214659Z	boards/board1.txt	ab(d2)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,qs,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	B	42	14	13	0.209	589.020	0.000	546.875	21	21	2339	1651056	32.00	85.97	17	17	2310964357	12
2026-07-26T21:47:20Z	20260726T214659Z	boards/board1.txt	ab(d2)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	34	14	14	0.162	3095.959	0.000	2609.375	17	17	1852	8392912	24.00	82.00	13	13	488943125	12
2026-07-26T21:47:21Z	20260726T214659Z	boards/board1.txt	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	B	40	13	13	7.076	803.111	0.000	593.750	20	20	101864	1987562	57.00	80.52	16	16	3435043277	12
2026-07-26T21:47:21Z	20260726T214659Z	boards/board1.txt	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	B	46	11	13	7.771	215.267	0.000	218.750	23	23	110695	622078	69.00	96.00	19	19	2604464785	12
2026-07-26T21:47:21Z	20260726T214659Z	boards/board1.txt	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	42	12	13	7.576	286.169	31.250	218.750	21	21	105914	806062	61.00	88.00	17	17	4134545625	12
2026-07-26T21:47:29Z	20260726T214659Z	boards/board1.txt	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	B	52	10	9	8.998	8055.666	0.000	6750.000	26	26	96203	1568052	81.00	118.00	22	22	3671798238	12
2026-07-26T21:47:30Z	20260726T214659Z	boards/board1.txt	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99)@1.opener(rand,4)@1	B	48	11	12	8.424	534.512	15.625	375.000	24	24	97663	1455205	73.00	106.00	20	20	1158672433	12
2026-07-26T21:47:31Z	20260726T214659Z	boards/board1.txt	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	B	56	10	10	6.661	672.969	0.000	531.250	28	28	96895	1972270	89.00	130.00	24	24	3817719604	12
2026-07-26T21:47:31Z	20260726T214659Z	boards/board1.txt	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d6,tt,ord,qs,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	B	54	11	11	8.285	675.608	0.000	500.000	27	27	101033	1612238	85.00	122.00	23	23	3378738107	12
2026-07-26T21:47:36Z	20260726T214659Z	boards/board1.txt	ab(d4)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	42	12	13	7.414	4339.325	0.000	3750.000	21	21	120239	11098141	61.00	113.00	17	17	1373827743	12
2026-07-26T21:47:37Z	20260726T214659Z	boards/board1.txt	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	W	46	10	10	988.470	238.843	828.125	234.375	23	23	2587047	769870	102.12	91.00	19	19	2656398399	12
2026-07-26T21:47:39Z	20260726T214659Z	boards/board1.txt	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r63)@1.opener(rand,4)@1	W	44	13	11	1378.144	278.294	984.375	203.125	22	22	3043784	743318	99.28	55.00	18	10	96747223	12
2026-07-26T21:47:57Z	20260726T214659Z	boards/board1.txt	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	W	78	10	7	1367.149	17557.040	1203.125	14796.875	39	39	3585945	3204514	201.00	195.45	35	35	279784308	12
2026-07-26T21:48:00Z	20260726T214659Z	boards/board1.txt	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s3,68364898)@1.opener(rand,4)@1	B	75	8	6	1420.080	858.042	1296.875	734.375	38	37	3809271	2738874	189.72	189.00	34	33	2292672962	12
2026-07-26T21:48:02Z	20260726T214659Z	boards/board1.txt	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s76,ef183148)@1.opener(rand,4)@1	W	64	9	7	1223.533	865.211	1062.500	734.375	32	32	3280080	2623095	155.14	152.93	28	28	3132018294	12
2026-07-26T21:48:04Z	20260726T214659Z	boards/board1.txt	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s98,5801570e)@1.opener(rand,4)@1	B	55	12	9	1186.981	590.086	1000.000	515.625	28	27	2955834	1860280	129.08	128.67	24	23	4154511985	12
2026-07-26T21:48:10Z	20260726T214659Z	boards/board1.txt	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	ab(d8,tt,ord,nb2m)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	W	62	10	9	1237.561	5289.226	968.750	4765.625	31	31	3195458	15603063	152.59	193.00	27	27	3242385945	12
2026-07-26T21:48:11Z	20260726T214659Z	boards/board1.txt	ab(d6,ord,nb200k)@1.adv(t20,c77,w0,l0,f0,d-2,e0,m0,h0,b1,o0,r0,x0,n0,s1,g1)@1.opener(rand,4)@1	rand@1	W	27	16	13	557.928	0.024	468.750	0.000	14	13	1454106	0	54.72	0.00	10	0	2923003652	12
2026-07-26T21:48:11Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.opener(rand,4)@1	B	39	13	14	169.335	264.100	171.875	156.250	20	19	418937	661469	74.00	81.00	16	15	2525016107	12
2026-07-26T21:48:24Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s111,78ef6974)@1.opener(rand,4)@1	W	68	9	9	311.452	12062.187	296.875	9953.125	34	34	689191	2173170	155.00	166.00	30	30	475273244	12
2026-07-26T21:48:24Z	20260726T214659Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@2.dil(r30,d4)@1.opener(rand,4)@1	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99)@1.opener(rand,4)@1	B	55	9	10	252.684	487.474	250.000	359.375	28	27	589460	1495954	118.00	129.00	24	23	3550495855	12
