# Gumbel-Zero mlp/conv architecture sweep (round 6) opener-division follow-up: every non-REF rung=4000 checkpoint (45 mlp + 45 conv) wrapped with each of the 4 non-openless CHAMPION.md categories' openers.
# elo/games/cpu_ms_move columns are from a PINNED screening fit against ranking/roster_screening_pool.txt: screening only, not certification. gaz(...) is not category-eligible for a title (CHAMPION.md one-head rule) -- this ranks candidates for a possible future certification push, per division.
block	modeltype	category	elo	elo_pm	games	cpu_ms_move	full_agent_id
M27	mlp	8book	656	21	432	2.518	gaz(sims=300,cvisit=800,cscale=70,m=20)@1.learned(model=1517,597f9841,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(book,book=16)@1
M27	mlp	4random	690	20	432	2.237	gaz(sims=300,cvisit=800,cscale=70,m=20)@1.learned(model=1517,597f9841,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(rand,moves=4)@1
M27	mlp	8random	584	22	432	1.722	gaz(sims=300,cvisit=800,cscale=70,m=20)@1.learned(model=1517,597f9841,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(rand,moves=8)@1
M28	mlp	4book	569	23	432	10.811	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1521,115dc29f,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1.opener(book,book=15)@1
M28	mlp	8book	566	23	432	10.770	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1521,115dc29f,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1.opener(book,book=16)@1
M28	mlp	4random	524	24	432	9.505	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1521,115dc29f,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1.opener(rand,moves=4)@1
M28	mlp	8random	420	28	432	6.935	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1521,115dc29f,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1.opener(rand,moves=8)@1
M29	mlp	4book	883	19	432	17.877	gaz(sims=400,cvisit=400,cscale=70,m=8)@1.learned(model=1525,fa771a3b,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1.opener(book,book=15)@1
M29	mlp	8book	844	19	432	17.624	gaz(sims=400,cvisit=400,cscale=70,m=8)@1.learned(model=1525,fa771a3b,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1.opener(book,book=16)@1
M29	mlp	4random	885	19	432	15.557	gaz(sims=400,cvisit=400,cscale=70,m=8)@1.learned(model=1525,fa771a3b,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1.opener(rand,moves=4)@1
M29	mlp	8random	748	19	432	11.930	gaz(sims=400,cvisit=400,cscale=70,m=8)@1.learned(model=1525,fa771a3b,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1.opener(rand,moves=8)@1
M30	mlp	4book	690	20	432	2.380	gaz(sims=300,cvisit=600,cscale=40,m=8)@1.learned(model=1529,9bae00dd,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(book,book=15)@1
M30	mlp	8book	733	19	432	2.405	gaz(sims=300,cvisit=600,cscale=40,m=8)@1.learned(model=1529,9bae00dd,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(book,book=16)@1
M30	mlp	4random	735	19	432	2.157	gaz(sims=300,cvisit=600,cscale=40,m=8)@1.learned(model=1529,9bae00dd,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(rand,moves=4)@1
M30	mlp	8random	656	21	432	1.729	gaz(sims=300,cvisit=600,cscale=40,m=8)@1.learned(model=1529,9bae00dd,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(rand,moves=8)@1
M31	mlp	4book	954	19	432	3.150	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1.learned(model=1533,57845dcd,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(book,book=15)@1
M31	mlp	8book	941	19	432	3.072	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1.learned(model=1533,57845dcd,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(book,book=16)@1
M31	mlp	4random	897	19	432	2.881	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1.learned(model=1533,57845dcd,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(rand,moves=4)@1
M31	mlp	8random	762	19	432	2.215	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1.learned(model=1533,57845dcd,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(rand,moves=8)@1
M32	mlp	4book	569	23	432	2.491	gaz(sims=300,cvisit=1000,cscale=100,m=8)@1.learned(model=1537,689afaa1,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(book,book=15)@1
M32	mlp	8book	581	23	432	2.262	gaz(sims=300,cvisit=1000,cscale=100,m=8)@1.learned(model=1537,689afaa1,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(book,book=16)@1
M32	mlp	4random	481	26	432	2.012	gaz(sims=300,cvisit=1000,cscale=100,m=8)@1.learned(model=1537,689afaa1,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(rand,moves=4)@1
M32	mlp	8random	283	33	432	1.553	gaz(sims=300,cvisit=1000,cscale=100,m=8)@1.learned(model=1537,689afaa1,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(rand,moves=8)@1
M33	mlp	4book	617	22	432	2.336	gaz(sims=300,cvisit=600,cscale=40,m=20)@1.learned(model=1541,31a9e7e4,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(book,book=15)@1
M33	mlp	8book	617	22	432	2.405	gaz(sims=300,cvisit=600,cscale=40,m=20)@1.learned(model=1541,31a9e7e4,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(book,book=16)@1
M33	mlp	4random	557	23	432	2.079	gaz(sims=300,cvisit=600,cscale=40,m=20)@1.learned(model=1541,31a9e7e4,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(rand,moves=4)@1
M33	mlp	8random	466	26	432	1.560	gaz(sims=300,cvisit=600,cscale=40,m=20)@1.learned(model=1541,31a9e7e4,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(rand,moves=8)@1
M34	mlp	4book	1005	20	432	5.509	gaz(sims=500,cvisit=800,cscale=70,m=20)@1.learned(model=1545,4755d5f8,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(book,book=15)@1
M34	mlp	8book	1032	20	432	5.360	gaz(sims=500,cvisit=800,cscale=70,m=20)@1.learned(model=1545,4755d5f8,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(book,book=16)@1
M34	mlp	4random	996	19	432	4.853	gaz(sims=500,cvisit=800,cscale=70,m=20)@1.learned(model=1545,4755d5f8,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(rand,moves=4)@1
M34	mlp	8random	814	19	432	3.826	gaz(sims=500,cvisit=800,cscale=70,m=20)@1.learned(model=1545,4755d5f8,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(rand,moves=8)@1
M35	mlp	4book	741	19	432	31.242	gaz(sims=500,cvisit=600,cscale=100,m=20)@1.learned(model=1549,a825fd8d,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1.opener(book,book=15)@1
M35	mlp	8book	717	20	432	30.787	gaz(sims=500,cvisit=600,cscale=100,m=20)@1.learned(model=1549,a825fd8d,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1.opener(book,book=16)@1
M35	mlp	4random	722	20	432	27.848	gaz(sims=500,cvisit=600,cscale=100,m=20)@1.learned(model=1549,a825fd8d,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1.opener(rand,moves=4)@1
M35	mlp	8random	615	22	432	21.791	gaz(sims=500,cvisit=600,cscale=100,m=20)@1.learned(model=1549,a825fd8d,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1.opener(rand,moves=8)@1
M36	mlp	4book	557	23	432	6.091	gaz(sims=500,cvisit=400,cscale=40)@1.learned(model=1553,01ecaf6b,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(book,book=15)@1
M36	mlp	8book	563	23	432	6.104	gaz(sims=500,cvisit=400,cscale=40)@1.learned(model=1553,01ecaf6b,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(book,book=16)@1
M36	mlp	4random	503	25	432	5.316	gaz(sims=500,cvisit=400,cscale=40)@1.learned(model=1553,01ecaf6b,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(rand,moves=4)@1
M36	mlp	8random	313	32	432	3.933	gaz(sims=500,cvisit=400,cscale=40)@1.learned(model=1553,01ecaf6b,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(rand,moves=8)@1
M37	mlp	4book	923	19	432	21.868	gaz(sims=500,cvisit=1000,cscale=100,m=8)@1.learned(model=1557,b7e34caf,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1.opener(book,book=15)@1
M37	mlp	8book	887	19	432	21.668	gaz(sims=500,cvisit=1000,cscale=100,m=8)@1.learned(model=1557,b7e34caf,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1.opener(book,book=16)@1
M37	mlp	4random	903	19	432	19.357	gaz(sims=500,cvisit=1000,cscale=100,m=8)@1.learned(model=1557,b7e34caf,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1.opener(rand,moves=4)@1
M37	mlp	8random	713	20	432	14.676	gaz(sims=500,cvisit=1000,cscale=100,m=8)@1.learned(model=1557,b7e34caf,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1.opener(rand,moves=8)@1
M38	mlp	4book	531	24	432	3.388	gaz(sims=400,cvisit=400,cscale=70)@1.learned(model=1561,45ccdab7,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(book,book=15)@1
M38	mlp	8book	550	23	432	3.311	gaz(sims=400,cvisit=400,cscale=70)@1.learned(model=1561,45ccdab7,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(book,book=16)@1
M38	mlp	4random	541	24	432	2.879	gaz(sims=400,cvisit=400,cscale=70)@1.learned(model=1561,45ccdab7,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(rand,moves=4)@1
M38	mlp	8random	437	27	432	2.204	gaz(sims=400,cvisit=400,cscale=70)@1.learned(model=1561,45ccdab7,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(rand,moves=8)@1
M39	mlp	4book	981	19	432	5.177	gaz(sims=500,cvisit=400,cscale=70,m=12)@1.learned(model=1565,f2001206,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(book,book=15)@1
M39	mlp	8book	919	19	432	5.030	gaz(sims=500,cvisit=400,cscale=70,m=12)@1.learned(model=1565,f2001206,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(book,book=16)@1
M39	mlp	4random	907	19	432	4.629	gaz(sims=500,cvisit=400,cscale=70,m=12)@1.learned(model=1565,f2001206,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(rand,moves=4)@1
M39	mlp	8random	777	19	432	3.507	gaz(sims=500,cvisit=400,cscale=70,m=12)@1.learned(model=1565,f2001206,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(rand,moves=8)@1
M40	mlp	4book	601	22	432	8.069	gaz(sims=400,cvisit=800,cscale=40,m=12)@1.learned(model=1569,64609e49,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1.opener(book,book=15)@1
M40	mlp	8book	566	23	432	7.817	gaz(sims=400,cvisit=800,cscale=40,m=12)@1.learned(model=1569,64609e49,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1.opener(book,book=16)@1
M40	mlp	4random	604	22	432	7.135	gaz(sims=400,cvisit=800,cscale=40,m=12)@1.learned(model=1569,64609e49,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1.opener(rand,moves=4)@1
M40	mlp	8random	510	25	432	5.329	gaz(sims=400,cvisit=800,cscale=40,m=12)@1.learned(model=1569,64609e49,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1.opener(rand,moves=8)@1
M41	mlp	4book	680	20	432	3.450	gaz(sims=400,cvisit=400,cscale=130,m=12)@1.learned(model=1573,c098da88,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(book,book=15)@1
M41	mlp	8book	690	20	432	3.466	gaz(sims=400,cvisit=400,cscale=130,m=12)@1.learned(model=1573,c098da88,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(book,book=16)@1
M41	mlp	4random	680	20	432	3.067	gaz(sims=400,cvisit=400,cscale=130,m=12)@1.learned(model=1573,c098da88,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(rand,moves=4)@1
M41	mlp	8random	581	23	432	2.409	gaz(sims=400,cvisit=400,cscale=130,m=12)@1.learned(model=1573,c098da88,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(rand,moves=8)@1
M42	mlp	4book	889	19	432	3.473	gaz(sims=500,cvisit=800,cscale=70,m=20)@1.learned(model=1577,defb5b7c,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(book,book=15)@1
M42	mlp	8book	869	19	432	3.504	gaz(sims=500,cvisit=800,cscale=70,m=20)@1.learned(model=1577,defb5b7c,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(book,book=16)@1
M42	mlp	4random	830	19	432	3.229	gaz(sims=500,cvisit=800,cscale=70,m=20)@1.learned(model=1577,defb5b7c,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(rand,moves=4)@1
M42	mlp	8random	690	20	432	2.622	gaz(sims=500,cvisit=800,cscale=70,m=20)@1.learned(model=1577,defb5b7c,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(rand,moves=8)@1
M43	mlp	4book	638	21	432	3.029	gaz(sims=400,cvisit=600,cscale=40,m=12)@1.learned(model=1581,20622b82,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(book,book=15)@1
M43	mlp	8book	633	21	432	2.911	gaz(sims=400,cvisit=600,cscale=40,m=12)@1.learned(model=1581,20622b82,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(book,book=16)@1
M43	mlp	4random	566	23	432	2.569	gaz(sims=400,cvisit=600,cscale=40,m=12)@1.learned(model=1581,20622b82,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(rand,moves=4)@1
M43	mlp	8random	420	28	432	1.940	gaz(sims=400,cvisit=600,cscale=40,m=12)@1.learned(model=1581,20622b82,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1.opener(rand,moves=8)@1
M44	mlp	4book	595	22	432	6.635	gaz(sims=500,cvisit=600,cscale=70,m=20)@1.learned(model=1585,355bb02f,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(book,book=15)@1
M44	mlp	8book	598	22	432	6.279	gaz(sims=500,cvisit=600,cscale=70,m=20)@1.learned(model=1585,355bb02f,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(book,book=16)@1
M44	mlp	4random	517	24	432	5.690	gaz(sims=500,cvisit=600,cscale=70,m=20)@1.learned(model=1585,355bb02f,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(rand,moves=4)@1
M44	mlp	8random	388	29	432	4.350	gaz(sims=500,cvisit=600,cscale=70,m=20)@1.learned(model=1585,355bb02f,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1.opener(rand,moves=8)@1
M45	mlp	4book	767	19	432	4.912	gaz(sims=300,cvisit=400,cscale=100)@1.learned(model=1589,fad44980,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1.opener(book,book=15)@1
M45	mlp	8book	787	19	432	4.711	gaz(sims=300,cvisit=400,cscale=100)@1.learned(model=1589,fad44980,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1.opener(book,book=16)@1
M45	mlp	4random	765	19	432	4.295	gaz(sims=300,cvisit=400,cscale=100)@1.learned(model=1589,fad44980,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1.opener(rand,moves=4)@1
M45	mlp	8random	646	21	432	3.171	gaz(sims=300,cvisit=400,cscale=100)@1.learned(model=1589,fad44980,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1.opener(rand,moves=8)@1
C1	conv	4book	781	19	432	137.809	gaz(sims=300,cvisit=600,cscale=100)@1.learned(model=1593,5c760695,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C1	conv	8book	762	19	432	135.754	gaz(sims=300,cvisit=600,cscale=100)@1.learned(model=1593,5c760695,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C1	conv	4random	706	20	432	120.301	gaz(sims=300,cvisit=600,cscale=100)@1.learned(model=1593,5c760695,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C1	conv	8random	636	21	432	88.602	gaz(sims=300,cvisit=600,cscale=100)@1.learned(model=1593,5c760695,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C2	conv	4book	737	19	432	235.151	gaz(sims=500,cvisit=1000,cscale=100,m=12)@1.learned(model=1597,80959172,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C2	conv	8book	735	19	432	231.058	gaz(sims=500,cvisit=1000,cscale=100,m=12)@1.learned(model=1597,80959172,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C2	conv	4random	715	20	432	201.760	gaz(sims=500,cvisit=1000,cscale=100,m=12)@1.learned(model=1597,80959172,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C2	conv	8random	584	22	432	150.084	gaz(sims=500,cvisit=1000,cscale=100,m=12)@1.learned(model=1597,80959172,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C3	conv	4book	800	19	432	40.061	gaz(sims=300,cvisit=400,cscale=70,m=20)@1.learned(model=1601,d6db1012,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C3	conv	8book	743	19	432	39.307	gaz(sims=300,cvisit=400,cscale=70,m=20)@1.learned(model=1601,d6db1012,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C3	conv	4random	750	19	432	34.936	gaz(sims=300,cvisit=400,cscale=70,m=20)@1.learned(model=1601,d6db1012,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C3	conv	8random	625	21	432	26.591	gaz(sims=300,cvisit=400,cscale=70,m=20)@1.learned(model=1601,d6db1012,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C4	conv	4book	750	19	432	235.015	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1605,c8f90721,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C4	conv	8book	694	20	432	232.674	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1605,c8f90721,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C4	conv	4random	704	20	432	204.960	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1605,c8f90721,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C4	conv	8random	589	22	432	154.992	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1605,c8f90721,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C5	conv	4book	659	21	432	119.042	gaz(sims=500,cvisit=600,cscale=130,m=20)@1.learned(model=1609,9d627f6a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C5	conv	8book	643	21	432	116.960	gaz(sims=500,cvisit=600,cscale=130,m=20)@1.learned(model=1609,9d627f6a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C5	conv	4random	592	22	432	101.743	gaz(sims=500,cvisit=600,cscale=130,m=20)@1.learned(model=1609,9d627f6a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C5	conv	8random	442	27	432	74.165	gaz(sims=500,cvisit=600,cscale=130,m=20)@1.learned(model=1609,9d627f6a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C6	conv	4book	680	20	432	189.212	gaz(sims=400,cvisit=1000,cscale=100,m=8)@1.learned(model=1613,b3a35afe,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C6	conv	8book	631	21	432	186.977	gaz(sims=400,cvisit=1000,cscale=100,m=8)@1.learned(model=1613,b3a35afe,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C6	conv	4random	592	22	432	163.331	gaz(sims=400,cvisit=1000,cscale=100,m=8)@1.learned(model=1613,b3a35afe,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C6	conv	8random	481	26	432	120.952	gaz(sims=400,cvisit=1000,cscale=100,m=8)@1.learned(model=1613,b3a35afe,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C7	conv	4book	643	21	432	73.554	gaz(sims=300,cvisit=800,cscale=40,m=8)@1.learned(model=1617,428d05e4,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C7	conv	8book	651	21	432	72.472	gaz(sims=300,cvisit=800,cscale=40,m=8)@1.learned(model=1617,428d05e4,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C7	conv	4random	633	21	432	63.402	gaz(sims=300,cvisit=800,cscale=40,m=8)@1.learned(model=1617,428d05e4,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C7	conv	8random	496	25	432	46.620	gaz(sims=300,cvisit=800,cscale=40,m=8)@1.learned(model=1617,428d05e4,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C8	conv	4book	560	23	432	16.047	gaz(sims=400,cvisit=800,cscale=70,m=12)@1.learned(model=1621,d1459d63,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C8	conv	8book	595	22	432	15.762	gaz(sims=400,cvisit=800,cscale=70,m=12)@1.learned(model=1621,d1459d63,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C8	conv	4random	550	23	432	13.792	gaz(sims=400,cvisit=800,cscale=70,m=12)@1.learned(model=1621,d1459d63,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C8	conv	8random	433	27	432	10.504	gaz(sims=400,cvisit=800,cscale=70,m=12)@1.learned(model=1621,d1459d63,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C9	conv	4book	739	19	432	40.074	gaz(sims=300,cvisit=1000,cscale=100,m=20)@1.learned(model=1625,cb76d0d9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C9	conv	8book	687	20	432	39.722	gaz(sims=300,cvisit=1000,cscale=100,m=20)@1.learned(model=1625,cb76d0d9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C9	conv	4random	697	20	432	35.066	gaz(sims=300,cvisit=1000,cscale=100,m=20)@1.learned(model=1625,cb76d0d9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C9	conv	8random	631	21	432	26.887	gaz(sims=300,cvisit=1000,cscale=100,m=20)@1.learned(model=1625,cb76d0d9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C10	conv	4book	704	20	432	72.836	gaz(sims=300,cvisit=400,cscale=70,m=8)@1.learned(model=1629,c6a20303,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C10	conv	8book	687	20	432	71.910	gaz(sims=300,cvisit=400,cscale=70,m=8)@1.learned(model=1629,c6a20303,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C10	conv	4random	649	21	432	63.328	gaz(sims=300,cvisit=400,cscale=70,m=8)@1.learned(model=1629,c6a20303,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C10	conv	8random	592	22	432	47.338	gaz(sims=300,cvisit=400,cscale=70,m=8)@1.learned(model=1629,c6a20303,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C11	conv	4book	628	21	432	143.320	gaz(sims=300,cvisit=800,cscale=70,m=12)@1.learned(model=1633,b18cb782,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C11	conv	8book	623	22	432	140.800	gaz(sims=300,cvisit=800,cscale=70,m=12)@1.learned(model=1633,b18cb782,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C11	conv	4random	609	22	432	123.840	gaz(sims=300,cvisit=800,cscale=70,m=12)@1.learned(model=1633,b18cb782,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C11	conv	8random	485	25	432	91.516	gaz(sims=300,cvisit=800,cscale=70,m=12)@1.learned(model=1633,b18cb782,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C12	conv	4book	587	22	432	16.262	gaz(sims=400,cvisit=800,cscale=40,m=8)@1.learned(model=1637,df84e15c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C12	conv	8book	612	22	432	16.071	gaz(sims=400,cvisit=800,cscale=40,m=8)@1.learned(model=1637,df84e15c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C12	conv	4random	572	23	432	14.043	gaz(sims=400,cvisit=800,cscale=40,m=8)@1.learned(model=1637,df84e15c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C12	conv	8random	454	27	432	10.322	gaz(sims=400,cvisit=800,cscale=40,m=8)@1.learned(model=1637,df84e15c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C13	conv	4book	713	20	432	138.782	gaz(sims=300,cvisit=1000,cscale=40)@1.learned(model=1641,362590ab,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C13	conv	8book	704	20	432	136.228	gaz(sims=300,cvisit=1000,cscale=40)@1.learned(model=1641,362590ab,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
