# Gumbel-Zero mlp/conv architecture sweep, follow-up round to plans/gumbel-mcts-results-5-violet-harbor.md (linear only). One row per checkpoint.
# modeltype/arch columns are the drawn --model-type and --mlp-hidden (mlp)/--conv-channels (conv) values. conv's own FC head (--mlp-hidden) is fixed empty this round, not swept.
# cvisit/cscale/m columns are RATING-time search shape only (the gaz(...) serving head). Training self-play never reads them, same as results-5.
# elo/games/cpu_ms_move/playstyle columns are from a PINNED screening fit against ranking/roster_screening_pool.txt (Docs/ranking-workflow.md Workflow A):
# screening only, not certification.
# Generated by tools/export_cohort_results.ps1 from:
#   ledger:           D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\gumbelzero_arch_study.csv
#   pinned standings: D:\Downloads\Zeph\Board Games\Breakthrough\ranking\standings_screen_gzarch_pinned.tsv
#   pinned report:    D:\Downloads\Zeph\Board Games\Breakthrough\ranking\report_screen_gzarch_pinned.md
block	seed	modeltype	arch	sims	lr	l2	replaycap	replaywarm	batch	open	cvisit	cscale	m	rung	slot	model	elo	elo_pm	games	cpu_ms_move	wl_as_white	wl_as_black	avg_plies	end_piece_margin	eff_elo_per_log2cpu	nodes_per_move	search_head_id	model_id	full_agent_id
M9	8919	mlp	64	300	0.01	0.001	8000	128	8	4	400	130	20	400	1443	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1443.txt	625	21	432	5.273	89-127	46-170	46	-0.4	51	0	gaz(sims=300,cvisit=400,cscale=130,m=20)@1	learned(model=1443,6fb84069,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=20)@1.learned(model=1443,6fb84069,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M9	8919	mlp	64	300	0.01	0.001	8000	128	8	4	400	130	20	1500	1444	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1444.txt	735	19	432	6.888	91-125	90-126	51	0.6	58	0	gaz(sims=300,cvisit=400,cscale=130,m=20)@1	learned(model=1444,ce00b7aa,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=20)@1.learned(model=1444,ce00b7aa,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M9	8919	mlp	64	300	0.01	0.001	8000	128	8	4	400	130	20	4000	1445	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1445.txt	524	24	432	6.865	64-152	37-179	49	-0.8	41	0	gaz(sims=300,cvisit=400,cscale=130,m=20)@1	learned(model=1445,132e4957,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=20)@1.learned(model=1445,132e4957,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M10	8920	mlp	64,32	500	0.003	0	8000	128	32	4	800	70	8	100	1446	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1446.txt	592	22	432	22.117	65-151	58-158	52	-1.0	41	0	gaz(sims=500,cvisit=800,cscale=70,m=8)@1	learned(model=1446,409f494e,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=500,cvisit=800,cscale=70,m=8)@1.learned(model=1446,409f494e,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M10	8920	mlp	64,32	500	0.003	0	8000	128	32	4	800	70	8	400	1447	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1447.txt	779	19	432	22.248	102-114	100-116	51	0.3	54	0	gaz(sims=500,cvisit=800,cscale=70,m=8)@1	learned(model=1447,e9eddae3,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=500,cvisit=800,cscale=70,m=8)@1.learned(model=1447,e9eddae3,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M10	8920	mlp	64,32	500	0.003	0	8000	128	32	4	800	70	8	1500	1448	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1448.txt	856	19	432	22.592	122-94	118-98	57	0.5	59	0	gaz(sims=500,cvisit=800,cscale=70,m=8)@1	learned(model=1448,eac00097,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=500,cvisit=800,cscale=70,m=8)@1.learned(model=1448,eac00097,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M10	8920	mlp	64,32	500	0.003	0	8000	128	32	4	800	70	8	4000	1449	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1449.txt	975	19	432	22.558	144-72	155-61	60	0.9	67	0	gaz(sims=500,cvisit=800,cscale=70,m=8)@1	learned(model=1449,dc567440,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=500,cvisit=800,cscale=70,m=8)@1.learned(model=1449,dc567440,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M11	8921	mlp	16	300	0.03	0.001	2000	32	8	4	600	40	8	100	1450	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1450.txt	587	22	432	1.959	69-147	52-164	47	-0.8	54	0	gaz(sims=300,cvisit=600,cscale=40,m=8)@1	learned(model=1450,694bb8f4,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=8)@1.learned(model=1450,694bb8f4,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M11	8921	mlp	16	300	0.03	0.001	2000	32	8	4	600	40	8	400	1451	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1451.txt	589	22	432	2.203	75-141	47-169	45	-0.5	53	0	gaz(sims=300,cvisit=600,cscale=40,m=8)@1	learned(model=1451,3ae35a35,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=8)@1.learned(model=1451,3ae35a35,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M11	8921	mlp	16	300	0.03	0.001	2000	32	8	4	600	40	8	1500	1452	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1452.txt	553	23	432	2.256	64-152	46-170	46	-0.6	50	0	gaz(sims=300,cvisit=600,cscale=40,m=8)@1	learned(model=1452,4c1c88c1,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=8)@1.learned(model=1452,4c1c88c1,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M11	8921	mlp	16	300	0.03	0.001	2000	32	8	4	600	40	8	4000	1453	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1453.txt	633	21	432	2.221	80-136	58-158	45	-0.6	57	0	gaz(sims=300,cvisit=600,cscale=40,m=8)@1	learned(model=1453,16703a27,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=8)@1.learned(model=1453,16703a27,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M12	8922	mlp	64,32	400	0.01	0	500	16	32	4	400	100	16	100	1454	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1454.txt	646	21	432	17.119	71-145	72-144	47	-1.1	46	0	gaz(sims=400,cvisit=400,cscale=100)@1	learned(model=1454,36f0ba8a,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=400,cvisit=400,cscale=100)@1.learned(model=1454,36f0ba8a,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M12	8922	mlp	64,32	400	0.01	0	500	16	32	4	400	100	16	400	1455	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1455.txt	690	20	432	17.839	83-133	78-138	47	-0.7	49	0	gaz(sims=400,cvisit=400,cscale=100)@1	learned(model=1455,1ddbccbd,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=400,cvisit=400,cscale=100)@1.learned(model=1455,1ddbccbd,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M12	8922	mlp	64,32	400	0.01	0	500	16	32	4	400	100	16	1500	1456	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1456.txt	765	19	432	17.829	94-122	101-115	58	0.4	54	0	gaz(sims=400,cvisit=400,cscale=100)@1	learned(model=1456,3c356bfb,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=400,cvisit=400,cscale=100)@1.learned(model=1456,3c356bfb,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M12	8922	mlp	64,32	400	0.01	0	500	16	32	4	400	100	16	4000	1457	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1457.txt	867	19	432	17.684	132-84	114-102	55	-0.1	61	0	gaz(sims=400,cvisit=400,cscale=100)@1	learned(model=1457,ea4c0b55,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=400,cvisit=400,cscale=100)@1.learned(model=1457,ea4c0b55,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M13	8923	mlp	32	300	0.003	0.001	500	16	32	4	1000	40	16	100	1458	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1458.txt	606	22	432	2.692	70-146	58-158	44	-0.9	53	0	gaz(sims=300,cvisit=1000,cscale=40)@1	learned(model=1458,17831996,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=300,cvisit=1000,cscale=40)@1.learned(model=1458,17831996,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M13	8923	mlp	32	300	0.003	0.001	500	16	32	4	1000	40	16	400	1459	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1459.txt	661	21	432	2.771	80-136	69-147	46	-0.5	58	0	gaz(sims=300,cvisit=1000,cscale=40)@1	learned(model=1459,77cd5461,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=300,cvisit=1000,cscale=40)@1.learned(model=1459,77cd5461,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M13	8923	mlp	32	300	0.003	0.001	500	16	32	4	1000	40	16	1500	1460	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1460.txt	641	21	432	3.576	57-159	84-132	51	-0.5	54	0	gaz(sims=300,cvisit=1000,cscale=40)@1	learned(model=1460,55b2d9bd,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=300,cvisit=1000,cscale=40)@1.learned(model=1460,55b2d9bd,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M13	8923	mlp	32	300	0.003	0.001	500	16	32	4	1000	40	16	4000	1461	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1461.txt	625	21	432	3.658	54-162	81-135	48	-0.7	53	0	gaz(sims=300,cvisit=1000,cscale=40)@1	learned(model=1461,195bcbe8,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=300,cvisit=1000,cscale=40)@1.learned(model=1461,195bcbe8,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M14	8924	mlp	64	300	0.01	0	8000	128	128	8	600	100	12	100	1462	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1462.txt	612	22	432	5.249	53-163	77-139	54	-1.2	50	0	gaz(sims=300,cvisit=600,cscale=100,m=12)@1	learned(model=1462,b0b0e184,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=300,cvisit=600,cscale=100,m=12)@1.learned(model=1462,b0b0e184,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M14	8924	mlp	64	300	0.01	0	8000	128	128	8	600	100	12	400	1463	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1463.txt	798	19	432	5.050	104-112	107-109	52	-0.3	65	0	gaz(sims=300,cvisit=600,cscale=100,m=12)@1	learned(model=1463,16302211,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=300,cvisit=600,cscale=100,m=12)@1.learned(model=1463,16302211,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M14	8924	mlp	64	300	0.01	0	8000	128	128	8	600	100	12	1500	1464	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1464.txt	901	19	432	5.160	144-72	119-97	48	0.4	73	0	gaz(sims=300,cvisit=600,cscale=100,m=12)@1	learned(model=1464,bbf95dab,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=300,cvisit=600,cscale=100,m=12)@1.learned(model=1464,bbf95dab,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M14	8924	mlp	64	300	0.01	0	8000	128	128	8	600	100	12	4000	1465	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1465.txt	1001	20	432	5.265	157-59	154-62	57	0.7	81	0	gaz(sims=300,cvisit=600,cscale=100,m=12)@1	learned(model=1465,5d6df7c0,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=300,cvisit=600,cscale=100,m=12)@1.learned(model=1465,5d6df7c0,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M15	8925	mlp	16	300	0.03	0.001	500	16	32	4	600	40	12	100	1466	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1466.txt	569	23	432	2.092	45-171	70-146	44	-0.8	52	0	gaz(sims=300,cvisit=600,cscale=40,m=12)@1	learned(model=1466,638dbacd,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=12)@1.learned(model=1466,638dbacd,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M15	8925	mlp	16	300	0.03	0.001	500	16	32	4	600	40	12	400	1467	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1467.txt	623	22	432	2.078	65-151	69-147	43	-0.7	56	0	gaz(sims=300,cvisit=600,cscale=40,m=12)@1	learned(model=1467,e72200b2,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=12)@1.learned(model=1467,e72200b2,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M15	8925	mlp	16	300	0.03	0.001	500	16	32	4	600	40	12	1500	1468	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1468.txt	566	23	432	2.194	45-171	69-147	45	-0.9	51	0	gaz(sims=300,cvisit=600,cscale=40,m=12)@1	learned(model=1468,e011bbd8,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=12)@1.learned(model=1468,e011bbd8,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M15	8925	mlp	16	300	0.03	0.001	500	16	32	4	600	40	12	4000	1469	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1469.txt	601	22	432	2.170	60-156	66-150	42	-1.0	54	0	gaz(sims=300,cvisit=600,cscale=40,m=12)@1	learned(model=1469,2c7a36ad,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=12)@1.learned(model=1469,2c7a36ad,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M16	8926	mlp	64,32	500	0.03	0	2000	32	32	0	1000	40	12	100	1470	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1470.txt	547	24	432	20.860	51-165	57-159	48	-1.7	38	0	gaz(sims=500,cvisit=1000,cscale=40,m=12)@1	learned(model=1470,83f2c6ad,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=500,cvisit=1000,cscale=40,m=12)@1.learned(model=1470,83f2c6ad,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M16	8926	mlp	64,32	500	0.03	0	2000	32	32	0	1000	40	12	400	1471	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1471.txt	737	19	432	21.586	89-127	93-123	49	-0.7	51	0	gaz(sims=500,cvisit=1000,cscale=40,m=12)@1	learned(model=1471,a63f3b83,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=500,cvisit=1000,cscale=40,m=12)@1.learned(model=1471,a63f3b83,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M16	8926	mlp	64,32	500	0.03	0	2000	32	32	0	1000	40	12	1500	1472	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1472.txt	777	19	432	22.175	106-110	95-121	55	-0.1	54	0	gaz(sims=500,cvisit=1000,cscale=40,m=12)@1	learned(model=1472,1a1c6407,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=500,cvisit=1000,cscale=40,m=12)@1.learned(model=1472,1a1c6407,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M16	8926	mlp	64,32	500	0.03	0	2000	32	32	0	1000	40	12	4000	1473	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1473.txt	937	19	432	23.004	131-85	150-66	56	0.7	65	0	gaz(sims=500,cvisit=1000,cscale=40,m=12)@1	learned(model=1473,3d8eaef8,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=500,cvisit=1000,cscale=40,m=12)@1.learned(model=1473,3d8eaef8,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M17	8927	mlp	64,32	400	0.01	0.001	8000	128	8	8	1000	100	12	100	1474	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1474.txt	521	24	432	18.718	43-173	57-159	47	-1.0	37	0	gaz(sims=400,cvisit=1000,cscale=100,m=12)@1	learned(model=1474,d3684c4e,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=400,cvisit=1000,cscale=100,m=12)@1.learned(model=1474,d3684c4e,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M17	8927	mlp	64,32	400	0.01	0.001	8000	128	8	8	1000	100	12	400	1475	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1475.txt	710	20	432	18.383	94-122	76-140	49	-0.7	50	0	gaz(sims=400,cvisit=1000,cscale=100,m=12)@1	learned(model=1475,c48141ed,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=400,cvisit=1000,cscale=100,m=12)@1.learned(model=1475,c48141ed,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M17	8927	mlp	64,32	400	0.01	0.001	8000	128	8	8	1000	100	12	1500	1476	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1476.txt	754	19	432	25.213	109-107	81-135	46	0.1	52	0	gaz(sims=400,cvisit=1000,cscale=100,m=12)@1	learned(model=1476,b904c3dd,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=400,cvisit=1000,cscale=100,m=12)@1.learned(model=1476,b904c3dd,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M17	8927	mlp	64,32	400	0.01	0.001	8000	128	8	8	1000	100	12	4000	1477	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1477.txt	812	19	432	25.743	97-119	121-95	55	0.7	55	0	gaz(sims=400,cvisit=1000,cscale=100,m=12)@1	learned(model=1477,401ee4a0,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=400,cvisit=1000,cscale=100,m=12)@1.learned(model=1477,401ee4a0,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M18	8928	mlp	16	400	0.003	0.001	8000	128	128	0	600	70	8	100	1478	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1478.txt	528	24	432	2.780	40-176	62-154	47	-1.0	46	0	gaz(sims=400,cvisit=600,cscale=70,m=8)@1	learned(model=1478,be476873,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=400,cvisit=600,cscale=70,m=8)@1.learned(model=1478,be476873,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M18	8928	mlp	16	400	0.003	0.001	8000	128	128	0	600	70	8	400	1479	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1479.txt	701	20	432	3.274	79-137	87-129	48	-0.3	60	0	gaz(sims=400,cvisit=600,cscale=70,m=8)@1	learned(model=1479,2dc1af9f,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=400,cvisit=600,cscale=70,m=8)@1.learned(model=1479,2dc1af9f,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M18	8928	mlp	16	400	0.003	0.001	8000	128	128	0	600	70	8	1500	1480	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1480.txt	617	22	432	3.224	76-140	56-160	52	-0.2	53	0	gaz(sims=400,cvisit=600,cscale=70,m=8)@1	learned(model=1480,0d24a7bc,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=400,cvisit=600,cscale=70,m=8)@1.learned(model=1480,0d24a7bc,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M18	8928	mlp	16	400	0.003	0.001	8000	128	128	0	600	70	8	4000	1481	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1481.txt	762	19	432	3.221	98-118	96-120	47	-0.0	65	0	gaz(sims=400,cvisit=600,cscale=70,m=8)@1	learned(model=1481,2386abc5,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=400,cvisit=600,cscale=70,m=8)@1.learned(model=1481,2386abc5,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M19	8929	mlp	64	500	0.01	0.0003	500	16	128	8	800	70	16	100	1482	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1482.txt	661	21	432	8.222	79-137	70-146	47	-0.8	51	0	gaz(sims=500,cvisit=800,cscale=70)@1	learned(model=1482,7c392155,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=500,cvisit=800,cscale=70)@1.learned(model=1482,7c392155,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M19	8929	mlp	64	500	0.01	0.0003	500	16	128	8	800	70	16	400	1483	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1483.txt	569	23	432	10.246	68-148	47-169	54	-0.9	43	0	gaz(sims=500,cvisit=800,cscale=70)@1	learned(model=1483,17b178bc,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=500,cvisit=800,cscale=70)@1.learned(model=1483,17b178bc,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M19	8929	mlp	64	500	0.01	0.0003	500	16	128	8	800	70	16	1500	1484	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1484.txt	654	21	432	9.244	57-159	89-127	50	-0.3	50	0	gaz(sims=500,cvisit=800,cscale=70)@1	learned(model=1484,3bd237a0,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=500,cvisit=800,cscale=70)@1.learned(model=1484,3bd237a0,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M19	8929	mlp	64	500	0.01	0.0003	500	16	128	8	800	70	16	4000	1485	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1485.txt	704	20	432	9.127	74-142	93-123	48	-1.0	53	0	gaz(sims=500,cvisit=800,cscale=70)@1	learned(model=1485,bfc68710,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=500,cvisit=800,cscale=70)@1.learned(model=1485,bfc68710,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M20	8930	mlp	64	400	0.003	0.001	8000	128	128	4	800	40	16	100	1486	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1486.txt	534	24	432	7.256	60-156	44-172	43	-0.4	42	0	gaz(sims=400,cvisit=800,cscale=40)@1	learned(model=1486,538d99f3,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=400,cvisit=800,cscale=40)@1.learned(model=1486,538d99f3,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M20	8930	mlp	64	400	0.003	0.001	8000	128	128	4	800	40	16	400	1487	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1487.txt	678	20	432	8.125	96-120	60-156	45	-0.6	52	0	gaz(sims=400,cvisit=800,cscale=40)@1	learned(model=1487,a2538f4b,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=400,cvisit=800,cscale=40)@1.learned(model=1487,a2538f4b,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M20	8930	mlp	64	400	0.003	0.001	8000	128	128	4	800	40	16	1500	1488	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1488.txt	620	22	432	8.064	59-157	74-142	52	-0.0	48	0	gaz(sims=400,cvisit=800,cscale=40)@1	learned(model=1488,457d6dda,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=400,cvisit=800,cscale=40)@1.learned(model=1488,457d6dda,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M20	8930	mlp	64	400	0.003	0.001	8000	128	128	4	800	40	16	4000	1489	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1489.txt	699	20	432	8.270	94-122	71-145	51	-0.1	54	0	gaz(sims=400,cvisit=800,cscale=40)@1	learned(model=1489,6eef1955,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=400,cvisit=800,cscale=40)@1.learned(model=1489,6eef1955,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M21	8931	mlp	16	500	0.03	0.0003	2000	32	8	0	1000	100	16	100	1490	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1490.txt	625	21	432	3.115	74-142	61-155	46	-1.1	54	0	gaz(sims=500,cvisit=1000,cscale=100)@1	learned(model=1490,10ff57b1,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1490,10ff57b1,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M21	8931	mlp	16	500	0.03	0.0003	2000	32	8	0	1000	100	16	400	1491	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1491.txt	719	20	432	3.319	87-129	87-129	47	-0.3	61	0	gaz(sims=500,cvisit=1000,cscale=100)@1	learned(model=1491,b33a4bd4,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1491,b33a4bd4,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
