# Gumbel-Zero mlp/conv architecture sweep, follow-up round to plans/gumbel-mcts-results-5-violet-harbor.md (linear only). One row per checkpoint.
# modeltype/arch columns are the drawn --model-type and --mlp-hidden (mlp)/--conv-channels (conv) values. conv's own FC head (--mlp-hidden) is fixed empty this round, not swept.
# cvisit/cscale/m columns are RATING-time search shape only (the gaz(...) serving head). Training self-play never reads them, same as results-5.
# elo/games/cpu_ms_move/playstyle columns are from a PINNED screening fit against ranking/roster_screening_pool.txt (Docs/ranking-workflow.md Workflow A):
# screening only, not certification.
# Generated by tools/export_cohort_results.ps1 from:
#   ledger:           D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\gumbelzero_arch_study.csv
#   pinned standings: D:\Downloads\Zeph\Board Games\Breakthrough\ranking\standings_screen_gzarch_pinned.tsv
#   pinned report:    D:\Downloads\Zeph\Board Games\Breakthrough\ranking\report_screen_gzarch_pinned.md
block	seed	modeltype	arch	sims	lr	l2	replaycap	replaywarm	batch	open	cvisit	cscale	m	rung	slot	model	elo	elo_pm	games	cpu_ms_move	wl_as_white	wl_as_black	avg_plies	end_piece_margin	eff_elo_per_log2cpu	nodes_per_move	search_head_id	model_id	full_agent_id
M21	8931	mlp	16	500	0.03	0.0003	2000	32	8	0	1000	100	16	1500	1492	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1492.txt	735	19	432	4.245	96-120	85-131	53	-0.1	61	0	gaz(sims=500,cvisit=1000,cscale=100)@1	learned(model=1492,f40da358,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1492,f40da358,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M21	8931	mlp	16	500	0.03	0.0003	2000	32	8	0	1000	100	16	4000	1493	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1493.txt	628	21	432	4.046	79-137	57-159	51	0.8	52	0	gaz(sims=500,cvisit=1000,cscale=100)@1	learned(model=1493,31a4d8aa,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1493,31a4d8aa,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M22	8932	mlp	32	400	0.03	0.0003	8000	128	32	8	1000	130	20	100	1494	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1494.txt	481	26	432	4.334	45-171	44-172	47	-1.3	40	0	gaz(sims=400,cvisit=1000,cscale=130,m=20)@1	learned(model=1494,65c20d89,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=400,cvisit=1000,cscale=130,m=20)@1.learned(model=1494,65c20d89,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M22	8932	mlp	32	400	0.03	0.0003	8000	128	32	8	1000	130	20	400	1495	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1495.txt	643	21	432	4.905	90-126	52-164	45	-0.8	52	0	gaz(sims=400,cvisit=1000,cscale=130,m=20)@1	learned(model=1495,3221f86b,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=400,cvisit=1000,cscale=130,m=20)@1.learned(model=1495,3221f86b,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M22	8932	mlp	32	400	0.03	0.0003	8000	128	32	8	1000	130	20	1500	1496	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1496.txt	724	20	432	4.677	105-111	71-145	47	-0.3	59	0	gaz(sims=400,cvisit=1000,cscale=130,m=20)@1	learned(model=1496,f863f411,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=400,cvisit=1000,cscale=130,m=20)@1.learned(model=1496,f863f411,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M22	8932	mlp	32	400	0.03	0.0003	8000	128	32	8	1000	130	20	4000	1497	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1497.txt	756	19	432	4.499	81-135	110-106	49	-0.1	62	0	gaz(sims=400,cvisit=1000,cscale=130,m=20)@1	learned(model=1497,e70c83a7,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=400,cvisit=1000,cscale=130,m=20)@1.learned(model=1497,e70c83a7,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M23	8933	mlp	16	500	0.03	0.001	500	16	8	4	600	100	8	100	1498	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1498.txt	569	23	432	3.453	50-166	65-151	43	-0.9	48	0	gaz(sims=500,cvisit=600,cscale=100,m=8)@1	learned(model=1498,fbd9b540,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=500,cvisit=600,cscale=100,m=8)@1.learned(model=1498,fbd9b540,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M23	8933	mlp	16	500	0.03	0.001	500	16	8	4	600	100	8	400	1499	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1499.txt	646	21	432	3.691	63-153	80-136	46	-0.8	55	0	gaz(sims=500,cvisit=600,cscale=100,m=8)@1	learned(model=1499,7a8c7190,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=500,cvisit=600,cscale=100,m=8)@1.learned(model=1499,7a8c7190,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M23	8933	mlp	16	500	0.03	0.001	500	16	8	4	600	100	8	1500	1500	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1500.txt	601	22	432	3.827	61-155	65-151	43	-0.9	50	0	gaz(sims=500,cvisit=600,cscale=100,m=8)@1	learned(model=1500,20971eba,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=500,cvisit=600,cscale=100,m=8)@1.learned(model=1500,20971eba,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M23	8933	mlp	16	500	0.03	0.001	500	16	8	4	600	100	8	4000	1501	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1501.txt	560	23	432	3.922	42-174	70-146	43	-0.8	47	0	gaz(sims=500,cvisit=600,cscale=100,m=8)@1	learned(model=1501,5d29bdea,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=500,cvisit=600,cscale=100,m=8)@1.learned(model=1501,5d29bdea,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M24	8934	mlp	64,32	400	0.03	0.0003	8000	128	32	4	400	40	12	100	1502	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1502.txt	537	24	432	17.739	60-156	45-171	51	-1.2	38	0	gaz(sims=400,cvisit=400,cscale=40,m=12)@1	learned(model=1502,050aad0c,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=400,cvisit=400,cscale=40,m=12)@1.learned(model=1502,050aad0c,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M24	8934	mlp	64,32	400	0.03	0.0003	8000	128	32	4	400	40	12	400	1503	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1503.txt	661	21	432	20.062	86-130	63-153	45	-0.8	46	0	gaz(sims=400,cvisit=400,cscale=40,m=12)@1	learned(model=1503,4e411cce,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=400,cvisit=400,cscale=40,m=12)@1.learned(model=1503,4e411cce,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M24	8934	mlp	64,32	400	0.03	0.0003	8000	128	32	4	400	40	12	1500	1504	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1504.txt	676	20	432	18.008	84-132	71-145	48	-0.7	48	0	gaz(sims=400,cvisit=400,cscale=40,m=12)@1	learned(model=1504,d36df547,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=400,cvisit=400,cscale=40,m=12)@1.learned(model=1504,d36df547,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M24	8934	mlp	64,32	400	0.03	0.0003	8000	128	32	4	400	40	12	4000	1505	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1505.txt	713	20	432	18.084	79-137	92-124	46	-0.6	50	0	gaz(sims=400,cvisit=400,cscale=40,m=12)@1	learned(model=1505,a8abfdf3,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=400,cvisit=400,cscale=40,m=12)@1.learned(model=1505,a8abfdf3,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M25	8935	mlp	16	500	0.01	0.0003	500	16	32	4	800	130	8	100	1506	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1506.txt	528	24	432	3.622	51-165	51-165	45	-1.0	45	0	gaz(sims=500,cvisit=800,cscale=130,m=8)@1	learned(model=1506,927495b3,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=500,cvisit=800,cscale=130,m=8)@1.learned(model=1506,927495b3,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M25	8935	mlp	16	500	0.01	0.0003	500	16	32	4	800	130	8	400	1507	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1507.txt	531	24	432	3.779	56-160	47-169	51	-0.9	45	0	gaz(sims=500,cvisit=800,cscale=130,m=8)@1	learned(model=1507,5eef236f,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=500,cvisit=800,cscale=130,m=8)@1.learned(model=1507,5eef236f,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M25	8935	mlp	16	500	0.01	0.0003	500	16	32	4	800	130	8	1500	1508	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1508.txt	572	23	432	4.605	56-160	60-156	52	-1.0	47	0	gaz(sims=500,cvisit=800,cscale=130,m=8)@1	learned(model=1508,558fd960,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=500,cvisit=800,cscale=130,m=8)@1.learned(model=1508,558fd960,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M25	8935	mlp	16	500	0.01	0.0003	500	16	32	4	800	130	8	4000	1509	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1509.txt	683	20	432	4.169	77-139	81-135	49	-0.4	57	0	gaz(sims=500,cvisit=800,cscale=130,m=8)@1	learned(model=1509,dc1b6889,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=500,cvisit=800,cscale=130,m=8)@1.learned(model=1509,dc1b6889,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M26	8936	mlp	64	400	0.003	0.0003	8000	128	32	8	1000	130	16	100	1510	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1510.txt	470	26	432	7.241	53-163	33-183	48	-1.0	37	0	gaz(sims=400,cvisit=1000,cscale=130)@1	learned(model=1510,717b5f37,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=400,cvisit=1000,cscale=130)@1.learned(model=1510,717b5f37,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M26	8936	mlp	64	400	0.003	0.0003	8000	128	32	8	1000	130	16	400	1511	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1511.txt	713	20	432	7.016	81-135	90-126	52	-0.4	56	0	gaz(sims=400,cvisit=1000,cscale=130)@1	learned(model=1511,10b11b76,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=400,cvisit=1000,cscale=130)@1.learned(model=1511,10b11b76,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M26	8936	mlp	64	400	0.003	0.0003	8000	128	32	8	1000	130	16	1500	1512	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1512.txt	869	19	432	6.867	129-87	118-98	52	1.1	68	0	gaz(sims=400,cvisit=1000,cscale=130)@1	learned(model=1512,3518581a,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=400,cvisit=1000,cscale=130)@1.learned(model=1512,3518581a,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M26	8936	mlp	64	400	0.003	0.0003	8000	128	32	8	1000	130	16	4000	1513	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1513.txt	929	19	432	8.987	129-87	148-68	58	1.4	71	0	gaz(sims=400,cvisit=1000,cscale=130)@1	learned(model=1513,b1ebbba1,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=400,cvisit=1000,cscale=130)@1.learned(model=1513,b1ebbba1,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M27	8937	mlp	16	300	0.01	0.0003	8000	128	32	4	800	70	20	100	1514	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1514.txt	638	21	432	2.032	84-132	56-160	49	-1.0	58	0	gaz(sims=300,cvisit=800,cscale=70,m=20)@1	learned(model=1514,dcc266c7,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=20)@1.learned(model=1514,dcc266c7,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M27	8937	mlp	16	300	0.01	0.0003	8000	128	32	4	800	70	20	400	1515	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1515.txt	713	20	432	2.060	112-104	59-157	47	-1.0	65	0	gaz(sims=300,cvisit=800,cscale=70,m=20)@1	learned(model=1515,ced6bbec,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=20)@1.learned(model=1515,ced6bbec,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M27	8937	mlp	16	300	0.01	0.0003	8000	128	32	4	800	70	20	1500	1516	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1516.txt	737	19	432	2.446	60-156	122-94	55	0.5	65	0	gaz(sims=300,cvisit=800,cscale=70,m=20)@1	learned(model=1516,a9676a10,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=20)@1.learned(model=1516,a9676a10,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M27	8937	mlp	16	300	0.01	0.0003	8000	128	32	4	800	70	20	4000	1517	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1517.txt	690	20	432	2.607	93-123	68-148	53	-0.4	61	0	gaz(sims=300,cvisit=800,cscale=70,m=20)@1	learned(model=1517,597f9841,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=20)@1.learned(model=1517,597f9841,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M28	8938	mlp	64	500	0.03	0.001	8000	128	8	0	400	100	8	100	1518	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1518.txt	537	24	432	8.967	40-176	65-151	45	-1.1	41	0	gaz(sims=500,cvisit=400,cscale=100,m=8)@1	learned(model=1518,7f15573b,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1518,7f15573b,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M28	8938	mlp	64	500	0.03	0.001	8000	128	8	0	400	100	8	400	1519	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1519.txt	651	21	432	10.670	70-146	75-141	45	-0.7	49	0	gaz(sims=500,cvisit=400,cscale=100,m=8)@1	learned(model=1519,01c90446,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1519,01c90446,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M28	8938	mlp	64	500	0.03	0.001	8000	128	8	0	400	100	8	1500	1520	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1520.txt	352	30	432	10.817	35-181	25-191	46	-0.2	26	0	gaz(sims=500,cvisit=400,cscale=100,m=8)@1	learned(model=1520,09372c84,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1520,09372c84,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M28	8938	mlp	64	500	0.03	0.001	8000	128	8	0	400	100	8	4000	1521	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1521.txt	566	23	432	10.870	58-158	56-160	51	-0.6	42	0	gaz(sims=500,cvisit=400,cscale=100,m=8)@1	learned(model=1521,115dc29f,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1521,115dc29f,gumbel_self,joint,value_shape=129-64-1,policy_shape=9-64-1)@1
M29	8939	mlp	64,32	400	0.01	0	8000	128	8	0	400	70	8	100	1522	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1522.txt	503	25	432	17.998	52-164	43-173	48	-1.8	36	0	gaz(sims=400,cvisit=400,cscale=70,m=8)@1	learned(model=1522,2ea051bf,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=400,cvisit=400,cscale=70,m=8)@1.learned(model=1522,2ea051bf,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M29	8939	mlp	64,32	400	0.01	0	8000	128	8	0	400	70	8	400	1523	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1523.txt	741	19	432	17.618	84-132	100-116	47	-0.7	53	0	gaz(sims=400,cvisit=400,cscale=70,m=8)@1	learned(model=1523,523eddc0,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=400,cvisit=400,cscale=70,m=8)@1.learned(model=1523,523eddc0,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M29	8939	mlp	64,32	400	0.01	0	8000	128	8	0	400	70	8	1500	1524	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1524.txt	820	19	432	17.971	115-101	107-109	56	0.3	58	0	gaz(sims=400,cvisit=400,cscale=70,m=8)@1	learned(model=1524,1c7f7670,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=400,cvisit=400,cscale=70,m=8)@1.learned(model=1524,1c7f7670,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M29	8939	mlp	64,32	400	0.01	0	8000	128	8	0	400	70	8	4000	1525	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1525.txt	927	19	432	17.956	149-67	127-89	56	0.8	66	0	gaz(sims=400,cvisit=400,cscale=70,m=8)@1	learned(model=1525,fa771a3b,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1	gaz(sims=400,cvisit=400,cscale=70,m=8)@1.learned(model=1525,fa771a3b,gumbel_self,joint,value_shape=129-64-32-1,policy_shape=9-64-32-1)@1
M30	8940	mlp	16	300	0.01	0.0003	2000	32	8	8	600	40	8	100	1526	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1526.txt	625	21	432	1.915	72-144	63-153	46	-1.1	57	0	gaz(sims=300,cvisit=600,cscale=40,m=8)@1	learned(model=1526,805663c7,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=8)@1.learned(model=1526,805663c7,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M30	8940	mlp	16	300	0.01	0.0003	2000	32	8	8	600	40	8	400	1527	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1527.txt	741	19	432	2.037	97-119	87-129	48	-0.0	67	0	gaz(sims=300,cvisit=600,cscale=40,m=8)@1	learned(model=1527,a569e095,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=8)@1.learned(model=1527,a569e095,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M30	8940	mlp	16	300	0.01	0.0003	2000	32	8	8	600	40	8	1500	1528	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1528.txt	808	19	432	2.107	116-100	100-116	49	0.3	73	0	gaz(sims=300,cvisit=600,cscale=40,m=8)@1	learned(model=1528,6812ead0,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=8)@1.learned(model=1528,6812ead0,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M30	8940	mlp	16	300	0.01	0.0003	2000	32	8	8	600	40	8	4000	1529	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1529.txt	730	19	432	2.291	99-117	80-136	50	1.0	65	0	gaz(sims=300,cvisit=600,cscale=40,m=8)@1	learned(model=1529,9bae00dd,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=8)@1.learned(model=1529,9bae00dd,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M31	8941	mlp	32	300	0.03	0	8000	128	8	8	1000	40	8	100	1530	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1530.txt	528	24	432	3.350	56-160	46-170	47	-1.3	45	0	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1	learned(model=1530,2779d405,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1.learned(model=1530,2779d405,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M31	8941	mlp	32	300	0.03	0	8000	128	8	8	1000	40	8	400	1531	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1531.txt	646	21	432	3.350	63-153	80-136	49	-0.4	55	0	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1	learned(model=1531,3298bc30,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1.learned(model=1531,3298bc30,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M31	8941	mlp	32	300	0.03	0	8000	128	8	8	1000	40	8	1500	1532	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1532.txt	787	19	432	3.134	108-108	98-118	52	0.6	68	0	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1	learned(model=1532,a17b2802,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1.learned(model=1532,a17b2802,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M31	8941	mlp	32	300	0.03	0	8000	128	8	8	1000	40	8	4000	1533	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1533.txt	960	19	432	3.160	146-70	146-70	60	1.3	83	0	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1	learned(model=1533,57845dcd,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1.learned(model=1533,57845dcd,gumbel_self,joint,value_shape=129-32-1,policy_shape=9-32-1)@1
M32	8942	mlp	16	300	0.03	0.001	2000	32	128	0	1000	100	8	100	1534	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1534.txt	553	23	432	2.189	51-165	59-157	43	-1.4	50	0	gaz(sims=300,cvisit=1000,cscale=100,m=8)@1	learned(model=1534,f321c40d,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=1000,cscale=100,m=8)@1.learned(model=1534,f321c40d,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M32	8942	mlp	16	300	0.03	0.001	2000	32	128	0	1000	100	8	400	1535	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1535.txt	569	23	432	2.302	50-166	65-151	45	-1.0	51	0	gaz(sims=300,cvisit=1000,cscale=100,m=8)@1	learned(model=1535,95a506a4,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=1000,cscale=100,m=8)@1.learned(model=1535,95a506a4,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M32	8942	mlp	16	300	0.03	0.001	2000	32	128	0	1000	100	8	1500	1536	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1536.txt	531	24	432	2.551	40-176	63-153	45	-1.1	47	0	gaz(sims=300,cvisit=1000,cscale=100,m=8)@1	learned(model=1536,173ad50f,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=1000,cscale=100,m=8)@1.learned(model=1536,173ad50f,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M32	8942	mlp	16	300	0.03	0.001	2000	32	128	0	1000	100	8	4000	1537	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1537.txt	553	23	432	2.289	47-169	63-153	44	-1.2	50	0	gaz(sims=300,cvisit=1000,cscale=100,m=8)@1	learned(model=1537,689afaa1,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=1000,cscale=100,m=8)@1.learned(model=1537,689afaa1,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M33	8943	mlp	16	300	0.003	0.001	2000	32	32	8	600	40	20	100	1538	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1538.txt	547	24	432	1.919	67-149	41-175	43	-0.9	50	0	gaz(sims=300,cvisit=600,cscale=40,m=20)@1	learned(model=1538,13b9f1c3,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=20)@1.learned(model=1538,13b9f1c3,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M33	8943	mlp	16	300	0.003	0.001	2000	32	32	8	600	40	20	400	1539	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1539.txt	704	20	432	1.987	103-113	64-152	48	-0.6	64	0	gaz(sims=300,cvisit=600,cscale=40,m=20)@1	learned(model=1539,e0868953,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=20)@1.learned(model=1539,e0868953,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
M33	8943	mlp	16	300	0.003	0.001	2000	32	32	8	600	40	20	1500	1540	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1540.txt	589	22	432	2.282	65-151	57-159	56	-0.8	53	0	gaz(sims=300,cvisit=600,cscale=40,m=20)@1	learned(model=1540,ee47f682,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=20)@1.learned(model=1540,ee47f682,gumbel_self,joint,value_shape=129-16-1,policy_shape=9-16-1)@1
