# Gumbel-Zero joint training x search-shape sweep (plans/gumbel-mcts-results-5-violet-harbor.md). One row per checkpoint (404 total: 101 draws x 4 rungs).
# cvisit/cscale/m columns are RATING-time search shape only (the gaz(...) serving head). Training self-play never reads them: ml_gumbelzero.cpp calls
# gumbelSearch() directly and never touches g_gumbelCVisit/g_gumbelCScale/g_gumbelRootM, so every row's actual self-play search shape is the fixed engine
# default (cvisit=50, cscale=1.0, m=16), regardless of the swept cvisit/cscale/m values below.
# elo/games/cpu_ms_move/playstyle columns are from a PINNED screening fit against ranking/roster_screening_pool.txt (Docs/ranking-workflow.md Workflow A):
# screening only, not certification -- see the results doc's Caveats section before treating any single row's Elo as a reliable ranking.
# Generated by tools/export_cohort_results.ps1 from:
#   ledger:           D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\gumbelzero_joint_study.csv
#   pinned standings: D:\Downloads\Zeph\Board Games\Breakthrough\ranking\standings_screen_gzjoint_pinned.tsv
#   pinned report:    D:\Downloads\Zeph\Board Games\Breakthrough\ranking\report_screen_gzjoint_pinned.md
block	seed	sims	lr	l2	replaycap	replaywarm	batch	open	cvisit	cscale	m	rung	slot	model	elo	elo_pm	games	cpu_ms_move	wl_as_white	wl_as_black	avg_plies	end_piece_margin	eff_elo_per_log2cpu	nodes_per_move	search_head_id	model_id	full_agent_id
R75	8875	400	0.03	0.001	2000	32	128	0	400	130	8	100	1298	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1298.txt	446	27	432	1.389	33-183	47-169	44	-1.2	43	0	gaz(sims=400,cvisit=400,cscale=130,m=8)@1	learned(model=1298,521aaa7e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=8)@1.learned(model=1298,521aaa7e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R75	8875	400	0.03	0.001	2000	32	128	0	400	130	8	400	1299	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1299.txt	528	24	432	1.212	45-171	57-159	44	-0.8	51	0	gaz(sims=400,cvisit=400,cscale=130,m=8)@1	learned(model=1299,48e7c66c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=8)@1.learned(model=1299,48e7c66c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R75	8875	400	0.03	0.001	2000	32	128	0	400	130	8	1500	1300	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1300.txt	493	25	432	1.297	35-181	57-159	41	-1.2	48	0	gaz(sims=400,cvisit=400,cscale=130,m=8)@1	learned(model=1300,eea6a9c1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=8)@1.learned(model=1300,eea6a9c1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R75	8875	400	0.03	0.001	2000	32	128	0	400	130	8	4000	1301	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1301.txt	493	25	432	1.209	43-173	49-167	42	-1.1	48	0	gaz(sims=400,cvisit=400,cscale=130,m=8)@1	learned(model=1301,427770e3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=8)@1.learned(model=1301,427770e3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R76	8876	400	0.003	0.001	8000	128	32	4	600	70	16	100	1302	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1302.txt	420	28	432	1.753	42-174	32-184	48	-0.8	39	0	gaz(sims=400,cvisit=600,cscale=70)@1	learned(model=1302,8f7d76ab,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=70)@1.learned(model=1302,8f7d76ab,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R76	8876	400	0.003	0.001	8000	128	32	4	600	70	16	400	1303	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1303.txt	612	22	432	1.017	80-136	50-166	43	-0.7	61	0	gaz(sims=400,cvisit=600,cscale=70)@1	learned(model=1303,0bbb7843,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=70)@1.learned(model=1303,0bbb7843,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R76	8876	400	0.003	0.001	8000	128	32	4	600	70	16	1500	1304	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1304.txt	581	23	432	1.158	64-152	55-161	41	-0.9	57	0	gaz(sims=400,cvisit=600,cscale=70)@1	learned(model=1304,da6a7863,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=70)@1.learned(model=1304,da6a7863,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R76	8876	400	0.003	0.001	8000	128	32	4	600	70	16	4000	1305	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1305.txt	547	24	432	1.127	66-150	42-174	42	-0.9	54	0	gaz(sims=400,cvisit=600,cscale=70)@1	learned(model=1305,87fc558e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=70)@1.learned(model=1305,87fc558e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R77	8877	400	0.01	0	8000	128	8	0	600	130	8	100	1306	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1306.txt	507	25	432	2.314	45-171	51-165	50	-0.7	45	0	gaz(sims=400,cvisit=600,cscale=130,m=8)@1	learned(model=1306,733282f5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=8)@1.learned(model=1306,733282f5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R77	8877	400	0.01	0	8000	128	8	0	600	130	8	400	1307	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1307.txt	641	21	432	1.340	67-149	74-142	47	-0.6	62	0	gaz(sims=400,cvisit=600,cscale=130,m=8)@1	learned(model=1307,c66e480e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=8)@1.learned(model=1307,c66e480e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R77	8877	400	0.01	0	8000	128	8	0	600	130	8	1500	1308	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1308.txt	649	21	432	1.407	76-140	68-148	51	-0.1	62	0	gaz(sims=400,cvisit=600,cscale=130,m=8)@1	learned(model=1308,f0c977e5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=8)@1.learned(model=1308,f0c977e5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R77	8877	400	0.01	0	8000	128	8	0	600	130	8	4000	1309	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1309.txt	769	19	432	1.548	93-123	104-112	49	1.0	73	0	gaz(sims=400,cvisit=600,cscale=130,m=8)@1	learned(model=1309,dab6e71e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=8)@1.learned(model=1309,dab6e71e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R78	8878	500	0.01	0.0003	500	16	128	4	400	100	12	100	1310	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1310.txt	550	23	432	1.516	65-151	44-172	44	-0.9	52	0	gaz(sims=500,cvisit=400,cscale=100,m=12)@1	learned(model=1310,21f1acc3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1310,21f1acc3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R78	8878	500	0.01	0.0003	500	16	128	4	400	100	12	400	1311	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1311.txt	569	23	432	1.506	75-141	40-176	45	-0.5	54	0	gaz(sims=500,cvisit=400,cscale=100,m=12)@1	learned(model=1311,04397405,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1311,04397405,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R78	8878	500	0.01	0.0003	500	16	128	4	400	100	12	1500	1312	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1312.txt	496	25	432	1.698	60-156	33-183	45	-0.7	46	0	gaz(sims=500,cvisit=400,cscale=100,m=12)@1	learned(model=1312,637597cf,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1312,637597cf,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R78	8878	500	0.01	0.0003	500	16	128	4	400	100	12	4000	1313	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1313.txt	566	23	432	1.355	61-155	53-163	43	-0.6	54	0	gaz(sims=500,cvisit=400,cscale=100,m=12)@1	learned(model=1313,a4a40261,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1313,a4a40261,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R79	8879	500	0.003	0	2000	32	128	4	400	100	12	100	1314	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1314.txt	628	21	432	1.558	71-145	65-151	49	-0.4	59	0	gaz(sims=500,cvisit=400,cscale=100,m=12)@1	learned(model=1314,71dc2c4a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1314,71dc2c4a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R79	8879	500	0.003	0	2000	32	128	4	400	100	12	400	1315	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1315.txt	726	20	432	1.586	90-126	87-129	49	-0.1	68	0	gaz(sims=500,cvisit=400,cscale=100,m=12)@1	learned(model=1315,f84ce166,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1315,f84ce166,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R79	8879	500	0.003	0	2000	32	128	4	400	100	12	1500	1316	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1316.txt	544	24	432	1.700	54-162	53-163	49	0.1	51	0	gaz(sims=500,cvisit=400,cscale=100,m=12)@1	learned(model=1316,1375eb3f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1316,1375eb3f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R79	8879	500	0.003	0	2000	32	128	4	400	100	12	4000	1317	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1317.txt	615	22	432	1.678	78-138	53-163	50	0.1	57	0	gaz(sims=500,cvisit=400,cscale=100,m=12)@1	learned(model=1317,a22cce67,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1317,a22cce67,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R80	8880	300	0.03	0.001	500	16	32	8	600	40	16	100	1318	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1318.txt	517	24	432	0.752	39-177	60-156	41	-1.1	54	0	gaz(sims=300,cvisit=600,cscale=40)@1	learned(model=1318,a5202989,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40)@1.learned(model=1318,a5202989,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R80	8880	300	0.03	0.001	500	16	32	8	600	40	16	400	1319	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1319.txt	450	27	432	0.863	27-189	54-162	43	-1.2	46	0	gaz(sims=300,cvisit=600,cscale=40)@1	learned(model=1319,43638bf8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40)@1.learned(model=1319,43638bf8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R80	8880	300	0.03	0.001	500	16	32	8	600	40	16	1500	1320	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1320.txt	531	24	432	0.821	53-163	50-166	41	-1.0	55	0	gaz(sims=300,cvisit=600,cscale=40)@1	learned(model=1320,99729ef0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40)@1.learned(model=1320,99729ef0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R80	8880	300	0.03	0.001	500	16	32	8	600	40	16	4000	1321	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1321.txt	489	25	432	0.815	31-185	60-156	44	-1.0	51	0	gaz(sims=300,cvisit=600,cscale=40)@1	learned(model=1321,641109c9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40)@1.learned(model=1321,641109c9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R81	8881	300	0.003	0.0003	2000	32	32	8	400	130	8	100	1322	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1322.txt	347	31	432	1.507	25-191	34-182	43	-1.6	33	0	gaz(sims=300,cvisit=400,cscale=130,m=8)@1	learned(model=1322,8406d5a6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=8)@1.learned(model=1322,8406d5a6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R81	8881	300	0.003	0.0003	2000	32	32	8	400	130	8	400	1323	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1323.txt	550	23	432	0.950	63-153	46-170	47	-0.8	56	0	gaz(sims=300,cvisit=400,cscale=130,m=8)@1	learned(model=1323,c2ada880,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=8)@1.learned(model=1323,c2ada880,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R81	8881	300	0.003	0.0003	2000	32	32	8	400	130	8	1500	1324	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1324.txt	541	24	432	1.056	69-147	37-179	47	-0.6	54	0	gaz(sims=300,cvisit=400,cscale=130,m=8)@1	learned(model=1324,a28a1f87,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=8)@1.learned(model=1324,a28a1f87,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R81	8881	300	0.003	0.0003	2000	32	32	8	400	130	8	4000	1325	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1325.txt	609	22	432	0.950	79-137	50-166	46	-0.5	62	0	gaz(sims=300,cvisit=400,cscale=130,m=8)@1	learned(model=1325,4e059a73,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=8)@1.learned(model=1325,4e059a73,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R82	8882	400	0.01	0.0003	2000	32	128	8	400	100	16	100	1326	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1326.txt	566	23	432	1.230	70-146	44-172	47	-0.9	55	0	gaz(sims=400,cvisit=400,cscale=100)@1	learned(model=1326,ce34cb45,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100)@1.learned(model=1326,ce34cb45,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R82	8882	400	0.01	0.0003	2000	32	128	8	400	100	16	400	1327	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1327.txt	598	22	432	1.196	72-144	53-163	46	-0.9	58	0	gaz(sims=400,cvisit=400,cscale=100)@1	learned(model=1327,9694d41f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100)@1.learned(model=1327,9694d41f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R82	8882	400	0.01	0.0003	2000	32	128	8	400	100	16	1500	1328	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1328.txt	544	24	432	1.207	67-149	40-176	46	-0.4	53	0	gaz(sims=400,cvisit=400,cscale=100)@1	learned(model=1328,577552c3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100)@1.learned(model=1328,577552c3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R82	8882	400	0.01	0.0003	2000	32	128	8	400	100	16	4000	1329	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1329.txt	575	23	432	1.099	65-151	52-164	42	-0.6	57	0	gaz(sims=400,cvisit=400,cscale=100)@1	learned(model=1329,9a4e1231,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100)@1.learned(model=1329,9a4e1231,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R83	8883	500	0.01	0.001	2000	32	8	8	400	70	16	100	1330	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1330.txt	489	25	432	2.288	37-179	54-162	53	-1.1	44	0	gaz(sims=500,cvisit=400,cscale=70)@1	learned(model=1330,7de97c73,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70)@1.learned(model=1330,7de97c73,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R83	8883	500	0.01	0.001	2000	32	8	8	400	70	16	400	1331	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1331.txt	383	29	432	1.895	28-188	38-178	47	-0.4	35	0	gaz(sims=500,cvisit=400,cscale=70)@1	learned(model=1331,35adec5a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70)@1.learned(model=1331,35adec5a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R83	8883	500	0.01	0.001	2000	32	8	8	400	70	16	1500	1332	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1332.txt	442	27	432	1.397	27-189	52-164	50	-0.8	42	0	gaz(sims=500,cvisit=400,cscale=70)@1	learned(model=1332,a0e0e626,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70)@1.learned(model=1332,a0e0e626,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R83	8883	500	0.01	0.001	2000	32	8	8	400	70	16	4000	1333	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1333.txt	557	23	432	1.324	42-174	69-147	47	-0.8	54	0	gaz(sims=500,cvisit=400,cscale=70)@1	learned(model=1333,7fc49125,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70)@1.learned(model=1333,7fc49125,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R84	8884	400	0.003	0.001	2000	32	8	8	1000	130	12	100	1334	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1334.txt	373	30	432	2.726	38-178	26-190	43	-1.1	33	0	gaz(sims=400,cvisit=1000,cscale=130,m=12)@1	learned(model=1334,3c3db26d,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=130,m=12)@1.learned(model=1334,3c3db26d,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R84	8884	400	0.003	0.001	2000	32	8	8	1000	130	12	400	1335	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1335.txt	406	28	432	1.384	32-184	39-177	46	-0.9	39	0	gaz(sims=400,cvisit=1000,cscale=130,m=12)@1	learned(model=1335,5abc71a2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=130,m=12)@1.learned(model=1335,5abc71a2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R84	8884	400	0.003	0.001	2000	32	8	8	1000	130	12	1500	1336	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1336.txt	411	28	432	1.311	28-188	44-172	43	-0.8	40	0	gaz(sims=400,cvisit=1000,cscale=130,m=12)@1	learned(model=1336,66b3eccc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=130,m=12)@1.learned(model=1336,66b3eccc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R84	8884	400	0.003	0.001	2000	32	8	8	1000	130	12	4000	1337	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1337.txt	378	29	432	1.448	30-186	35-181	45	-1.0	36	0	gaz(sims=400,cvisit=1000,cscale=130,m=12)@1	learned(model=1337,3a06c1f0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=130,m=12)@1.learned(model=1337,3a06c1f0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R85	8885	300	0.003	0	500	16	128	8	600	70	8	100	1338	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1338.txt	503	25	432	1.051	52-164	43-173	46	-0.9	50	0	gaz(sims=300,cvisit=600,cscale=70,m=8)@1	learned(model=1338,4a2ab503,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=70,m=8)@1.learned(model=1338,4a2ab503,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R85	8885	300	0.003	0	500	16	128	8	600	70	8	400	1339	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1339.txt	692	20	432	0.988	87-129	75-141	49	-0.2	70	0	gaz(sims=300,cvisit=600,cscale=70,m=8)@1	learned(model=1339,d9b5ee1e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=70,m=8)@1.learned(model=1339,d9b5ee1e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R85	8885	300	0.003	0	500	16	128	8	600	70	8	1500	1340	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1340.txt	625	21	432	0.960	45-171	90-126	54	0.3	63	0	gaz(sims=300,cvisit=600,cscale=70,m=8)@1	learned(model=1340,578dff67,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=70,m=8)@1.learned(model=1340,578dff67,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R85	8885	300	0.003	0	500	16	128	8	600	70	8	4000	1341	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1341.txt	699	20	432	0.951	91-125	74-142	48	0.1	71	0	gaz(sims=300,cvisit=600,cscale=70,m=8)@1	learned(model=1341,8d0403a6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=70,m=8)@1.learned(model=1341,8d0403a6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R86	8886	400	0.01	0.001	8000	128	32	8	600	130	8	100	1342	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1342.txt	420	28	432	1.865	42-174	32-184	47	-0.5	39	0	gaz(sims=400,cvisit=600,cscale=130,m=8)@1	learned(model=1342,64ba4401,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=8)@1.learned(model=1342,64ba4401,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R86	8886	400	0.01	0.001	8000	128	32	8	600	130	8	400	1343	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1343.txt	485	25	432	1.414	48-168	42-174	48	-1.1	46	0	gaz(sims=400,cvisit=600,cscale=130,m=8)@1	learned(model=1343,048b07d7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=8)@1.learned(model=1343,048b07d7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R86	8886	400	0.01	0.001	8000	128	32	8	600	130	8	1500	1344	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1344.txt	458	26	432	1.271	43-173	40-176	44	-0.8	44	0	gaz(sims=400,cvisit=600,cscale=130,m=8)@1	learned(model=1344,ba4435fc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=8)@1.learned(model=1344,ba4435fc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R86	8886	400	0.01	0.001	8000	128	32	8	600	130	8	4000	1345	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1345.txt	489	25	432	1.402	56-160	35-181	46	-0.9	47	0	gaz(sims=400,cvisit=600,cscale=130,m=8)@1	learned(model=1345,40230085,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=8)@1.learned(model=1345,40230085,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R87	8887	400	0.003	0	8000	128	32	0	400	130	12	100	1346	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1346.txt	442	27	432	1.768	42-174	37-179	47	-1.0	41	0	gaz(sims=400,cvisit=400,cscale=130,m=12)@1	learned(model=1346,da396fdf,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=12)@1.learned(model=1346,da396fdf,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R87	8887	400	0.003	0	8000	128	32	0	400	130	12	400	1347	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1347.txt	625	21	432	1.155	63-153	72-144	47	-0.9	61	0	gaz(sims=400,cvisit=400,cscale=130,m=12)@1	learned(model=1347,0adaff00,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=12)@1.learned(model=1347,0adaff00,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R87	8887	400	0.003	0	8000	128	32	0	400	130	12	1500	1348	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1348.txt	816	19	432	1.381	96-120	124-92	49	0.4	78	0	gaz(sims=400,cvisit=400,cscale=130,m=12)@1	learned(model=1348,2cb9ef56,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=12)@1.learned(model=1348,2cb9ef56,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R87	8887	400	0.003	0	8000	128	32	0	400	130	12	4000	1349	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1349.txt	604	22	432	1.506	80-136	47-169	49	-0.1	57	0	gaz(sims=400,cvisit=400,cscale=130,m=12)@1	learned(model=1349,8e25d7fa,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=12)@1.learned(model=1349,8e25d7fa,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
